Zeit,Relaxation,GestoerteRElaxation,Gefiltert,Stoersignal
0.000000000000000000e+00,6.000000000000000000e+01,6.000000000000000000e+01,5.358473591808906633e+01
1.000000000000000021e-03,2.207276647028653827e+01,3.752361618903390905e+01,4.554518347356312091e+01
2.000000000000000042e-03,8.120116994196761695e+00,3.750937960882041722e+01,4.238507181519366895e+01
3.000000000000000062e-03,2.987224102071836640e+00,4.343807382081920565e+01,4.246270443533811090e+01
4.000000000000000083e-03,1.098938333324050776e+00,4.865176414808172467e+01,4.413638482635382587e+01
5.000000000000000104e-03,4.042768199451280409e-01,5.040427681994512454e+01,4.576441648059841327e+01
6.000000000000000125e-03,1.487251305999815199e-01,4.770155094535765983e+01,4.522721657776406801e+01
7.000000000000000146e-03,5.471291793327097419e-02,4.050556263668064361e+01,3.899110215380852651e+01
8.000000000000000167e-03,2.012775767415071054e-02,2.940939037229781050e+01,2.847041282977729537e+01
9.000000000000001055e-03,7.404588245200773890e-03,1.545825430699255776e+01,1.499072720811168224e+01
1.000000000000000021e-02,2.723995785749091115e-03,2.723995785755214255e-03,-1.967241370457069663e-02
1.099999999999999936e-02,1.002102047414739610e-03,-1.544984761669994811e+01,-1.505143944936687461e+01
1.200000000000000025e-02,3.686527411996925714e-04,-2.938889396188246650e+01,-2.861843576992238525e+01
1.300000000000000114e-02,1.356197644188632408e-04,-4.045071409898297077e+01,-3.938721257744593629e+01
1.400000000000000029e-02,4.989172314621407347e-05,-4.755277592303453105e+01,-4.630165428554566631e+01
1.499999999999999944e-02,1.835413923010954546e-05,-4.999998164586077110e+01,-4.911749735796936989e+01
1.600000000000000033e-02,6.752110483155546723e-06,-4.755281906264720249e+01,-4.772306711896970910e+01
1.700000000000000122e-02,2.483962631271100019e-06,-4.045084723478471744e+01,-4.170978452651360158e+01
1.800000000000000211e-02,9.137987846827577624e-07,-2.938926170082484290e+01,-3.066907053856817811e+01
1.899999999999999953e-02,3.361677862522360762e-07,-1.545084938257959628e+01,-1.419234611310045935e+01
2.000000000000000042e-02,nan,nan,nan
2.100000000000000130e-02,nan,nan,nan
2.199999999999999872e-02,nan,nan,nan
2.299999999999999961e-02,nan,nan,nan
2.400000000000000050e-02,nan,nan,nan
2.500000000000000139e-02,nan,nan,nan
2.600000000000000228e-02,nan,nan,nan
2.699999999999999969e-02,nan,nan,nan
2.800000000000000058e-02,nan,nan,nan
2.900000000000000147e-02,nan,nan,nan
2.999999999999999889e-02,6.000000000000000000e+01,6.000000000000002132e+01,5.614256794883642243e+01
3.099999999999999978e-02,2.207276647028653827e+01,6.621916751539185242e+00,1.212967166036182221e+01
3.200000000000000067e-02,8.120116994196761695e+00,-2.126914562042687606e+01,-1.900970743218991998e+01
3.300000000000000155e-02,2.987224102071836640e+00,-3.746362561667557856e+01,-3.891726583646141790e+01
3.400000000000000244e-02,1.098938333324050776e+00,-4.645388748143364666e+01,-4.923470006009528532e+01
3.500000000000000333e-02,4.042768199451280409e-01,-4.959572318005487546e+01,-5.160370661073407916e+01
3.600000000000000422e-02,1.487251305999815199e-01,-4.740410068415767597e+01,-4.737537136767630841e+01
3.699999999999999817e-02,5.471291793327097419e-02,-4.039613680081411218e+01,-3.978136413747121480e+01
3.799999999999999906e-02,2.012775767415071054e-02,-2.936913485694952541e+01,-2.876113396670615430e+01
3.899999999999999994e-02,7.404588245200773890e-03,-1.544344513050219447e+01,-1.509767753750179153e+01
4.000000000000000083e-02,2.723995785749091115e-03,2.723995785724598120e-03,-1.967241370455789784e-02
4.100000000000000172e-02,1.002102047414739610e-03,1.545185182079484676e+01,1.503696529624662581e+01
4.200000000000000261e-02,3.686527411996925714e-04,2.938963126736490850e+01,2.861311102656108574e+01
4.300000000000000350e-02,1.356197644188632408e-04,4.045098533851182765e+01,3.938525371383381923e+01
4.399999999999999745e-02,4.989172314621407347e-05,4.755287570648081186e+01,4.630093365989473142e+01
4.499999999999999833e-02,1.835413923010954546e-05,5.000001835413922890e+01,4.911725536626315147e+01
4.599999999999999922e-02,6.752110483155546723e-06,4.755283256686816884e+01,4.772346863583089771e+01
4.700000000000000011e-02,2.483962631271100019e-06,4.045085220271002413e+01,4.171058922367623722e+01
4.800000000000000100e-02,9.137987846827577624e-07,2.938926352842239353e+01,3.066963288487744066e+01
4.900000000000000189e-02,3.361677862522360762e-07,1.545085005491510088e+01,1.419161537451288169e+01
