Time_ms,Signal_nT

0,0.264623858682307
1,0.0473805988179299
2,0.0353175078777044
3,-0.00239305569297077
4,0.0152481411100363
5,-0.0150634674162564
6,0.00850440141912934
7,-0.0184615766272049
8,0.00456822805532653
9,-0.0211045172218984
10,0.00310653344009992
11,-0.0250332453700608
12,0.00018887531027012
13,-0.0240233906250484
14,-0.00156528228895869
15,-0.0257788654395803
16,-0.000718262815194493
17,-0.0291221362088905
18,-0
