# sample; mag1 in nT; mag2 in nT; grad in nT
7446236;43642.38960348388355;43682.09945431259257;-39.70985082871550
7446237;43643.20240391003608;43683.15153447336343;-39.94913056332526
7446238;43645.27956332138274;43683.04408460497507;-37.76452128358448
7446239;43649.41913357740123;43687.60637785478320;-38.18724427737675
7446240;43646.36354438958369;43682.44084368491167;-36.07729929532324
7446241;43646.53545080434560;43683.28404603384115;-36.74859522950060
7446242;43648.76539605602738;43683.69340262465994;-34.92800656863727
7446243;43650.47000471730280;43686.10926957469928;-35.63926485739507
7446244;43083.14540741960809;43027.57358537125401;55.57182204835791
7446245;nan;nan;nan
7446246;nan;nan;nan
7446247;nan;nan;nan
7446248;nan;nan;nan
7446249;nan;nan;nan
7446250;nan;nan;nan
7446251;nan;nan;nan
7446252;nan;nan;nan
7446253;nan;nan;nan
7446254;43323.66399936838570;43675.72989911197510;-352.06589974359440
7446255;43492.63955954853736;43683.18516329823615;-190.54560374969591
7446256;43565.04229424928781;43681.19898388985166;-116.15668964056233
7446257;43593.83638945503480;43682.37761884951033;-88.54122939447190
7446258;43611.67477177505498;43682.54116305282514;-70.86639127777022
7446259;43625.03038579120039;43687.10682603873283;-62.07644024754248
7446260;43627.71787328863866;43682.14075975610467;-54.42288646747269
7446261;43631.63976084367459;43683.09128356922884;-51.45152272555351
7446262;43636.57679246465705;43683.59861892417393;-47.02182645951394
7446263;43640.39110263136536;43686.18092435934523;-45.78982172797955
7446264;43646.88393539298704;43689.48982924640586;-42.60589385342521
7446265;43651.04366657710489;43693.30267407713109;-42.25900750002281
7446266;43656.81643998444633;43696.43792551554361;-39.62148553110178
7446267;43657.73253150731762;43697.49967048648978;-39.76713897917453
7446268;43659.02158778482408;43696.54742461020214;-37.52583682538084
7446269;43655.17336279295705;43693.21818480746879;-38.04482201450269
7446270;43660.79048409601819;43696.79124735093501;-36.00076325492189
7446271;43661.23269900349260;43697.85816504522518;-36.62546604173500
7446272;43660.70601095508027;43695.45424784239731;-34.74823688731989
7446273;43658.79653143817268;43694.33047833239107;-35.53394689421856
7446274;43065.15260277466587;43021.42651434612344;43.72608842854042
7446275;nan;nan;nan
7446276;nan;nan;nan
7446277;nan;nan;nan
7446278;nan;nan;nan
7446279;nan;nan;nan
7446280;nan;nan;nan
7446281;nan;nan;nan
7446282;nan;nan;nan
7446283;nan;nan;nan
7446284;43323.56353881621908;43674.99193455686327;-351.42839574064664
7446285;43497.34808570505265;43688.09245699637540;-190.74437129131979
7446286;43577.21968458664196;43693.34298648816912;-116.12330190152360
7446287;43606.50043271011964;43694.97738857485820;-88.47695586474040
7446288;43624.82804927487450;43694.95124713914265;-70.12319786426758
7446289;43629.85197979859367;43691.44290411667316;-61.59092431808121
7446290;43640.79842287962674;43695.04931025203405;-54.25088737240095
7446291;43644.69439568724192;43695.78124435669451;-51.08684866945175
7446292;43647.27826618074323;43693.97107939773559;-46.69281321698967
7446293;43647.59042308121570;43693.19475842906832;-45.60433534784826
7446294;43646.38925006646605;43688.83279011378909;-42.44354004732448
7446295;43644.90578117896803;43687.10584170411312;-42.20006052514404
7446296;43643.10996842311579;43682.81085235354840;-39.70088393043442
7446297;43644.18911096265219;43684.05334859524010;-39.86423763257859
7446298;43645.42661383935774;43683.13657396141934;-37.70996012207164
7446299;43649.64851646289753;43687.79099373820645;-38.14247727530716
7446300;43646.43739472026209;43682.49541052635323;-36.05801580609468
7446301;43646.60494616211508;43683.36564452497987;-36.76069836287417
7446302;43649.06017985406652;43683.89319952494407;-34.83301967087817
7446303;43649.86410142986279;43685.50457286371966;-35.64047143385732
7446304;43050.95399074646411;43019.80202934134286;31.15196140511997
7446305;nan;nan;nan
7446306;nan;nan;nan
7446307;nan;nan;nan
7446308;nan;nan;nan
7446309;nan;nan;nan
7446310;nan;nan;nan
7446311;nan;nan;nan
7446312;nan;nan;nan
7446313;nan;nan;nan
7446314;43322.56911552705424;43674.19380464345159;-351.62468911640343
7446315;43491.52111870701629;43682.21785627675126;-190.69673756973029
7446316;43564.29054196332436;43680.42756953338539;-116.13702757005966
7446317;43593.38485600100103;43681.91461624715885;-88.52976024615089
7446318;43610.99139489937079;43681.84029554997687;-70.84890065060252
7446319;43624.81292365513946;43686.91776927704632;-62.10484562190850
7446320;43627.60354082435515;43682.00235541034635;-54.39881458598808
7446321;43631.34506031520141;43682.72491633846221;-51.37985602325670
7446322;43635.68004963127896;43682.75384933056921;-47.07379969929448
7446323;43638.96288375666336;43684.79802983607806;-45.83514607941232
7446324;43645.11136656872986;43687.72217223627376;-42.61080566753780
7446325;43648.53791903675301;43690.83472638465901;-42.29680734790754
7446326;43653.89969106564968;43693.55725281779451;-39.65756175215138
7446327;43654.37433089783735;43694.18005897371040;-39.80572807588449
7446328;43656.64710770945385;43694.13677481235936;-37.48966710290631
7446329;43652.51784597326332;43690.55354315819568;-38.03569718494165
7446330;43657.64246406577877;43693.66471269229805;-36.02224862652618
7446331;43658.12156768480054;43694.80215504344960;-36.68058735865088
7446332;43659.11681814658368;43693.84156707914372;-34.72474893255652
7446333;43657.08919367112685;43692.64127744595316;-35.55208377482921
7446334;43064.57544676762336;43020.54763419011579;44.02781257751497
7446335;nan;nan;nan
7446336;nan;nan;nan
7446337;nan;nan;nan
7446338;nan;nan;nan
7446339;nan;nan;nan
7446340;nan;nan;nan
7446341;nan;nan;nan
7446342;nan;nan;nan
7446343;nan;nan;nan
7446344;43322.35547224515176;43674.00639073192724;-351.65091848677855
7446345;43496.24835074717703;43686.86931572255708;-190.62096497538860
7446346;43576.25345293508144;43692.31170430231577;-116.05825136722619
7446347;43605.18265489039186;43693.62308354878041;-88.44042865838375
7446348;43623.38315616577893;43693.70215283737343;-70.31899667159989
7446349;43628.63869522325695;43690.31557732099463;-61.67688209774304
7446350;43639.67516085780517;43693.90723594612791;-54.23207508832319
7446351;43643.97048007207923;43695.08965427432122;-51.11917420224406
7446352;43647.07805693749833;43693.75669889264827;-46.67864195514752
