# sample; mag1 in nT; mag2 in nT; grad in nT
7430878;43671.97272743638314;43688.06875620863866;-16.09602877225194
7430879;43674.10698725571274;43691.58720690782502;-17.48021965210772
7430880;43675.92085902071267;43692.02461144205154;-16.10375242134819
7430881;43674.70033530446381;43692.17355336866603;-17.47321806421138
7430882;43674.18334927190881;43690.26113575349154;-16.07778648157375
7430883;43670.64972628778924;43688.11211511270085;-17.46238882490511
7430884;43670.02871827489435;43686.08716931939853;-16.05845104450190
7430885;43666.19397449697863;43683.59628018459625;-17.40230568761951
7430886;43666.81044241703785;43682.83684458566131;-16.02640216862906
7430887;43666.36265046129120;43683.78017086517502;-17.41752040389089
7430888;43672.27934992618975;43688.33201227302925;-16.05266234683153
7430889;43669.28042569387617;43686.65774613118265;-17.37732043730677
7430890;43669.00158391374134;43685.01711339787289;-16.01552948413137
7430891;43668.56094602224766;43685.99436753800546;-17.43342151575398
7430892;43670.27564568775415;43686.35349386197049;-16.07784817422354
7430893;43672.41455090555974;43689.87880959152244;-17.46425868597921
7430894;43674.43690839954070;43690.55769799225527;-16.12078959272302
7430895;43677.47941786135925;43694.95621825650596;-17.47680039515079
7430896;43678.18635877600900;43694.30681846076914;-16.12045968475594
7430897;43677.32124647281307;43694.81834624404291;-17.49709977123047
7430898;43672.52532267446077;43688.63284665909305;-16.10752398463022
7430899;43674.50801157078968;43691.98968245491415;-17.48167088412330
7430900;43676.32411728883744;43692.42998717947194;-16.10586989063579
7430901;43675.11491244658828;43692.58522700677713;-17.47031456019469
7430902;43674.38240555289667;43690.46022140410787;-16.07781585121019
7430903;43670.71141704395268;43688.17210871249699;-17.46069166854110
7430904;43670.28263871176023;43686.35322459114832;-16.07058587937737
7430905;43665.90226254598383;43683.31937401332107;-17.41711146733691
7430906;43666.20192728753318;43682.27024269582034;-16.06831540827926
7430907;43665.87318200433947;43683.30959308300953;-17.43641107867678
7430908;43671.81860795589455;43687.88292874854233;-16.06432079264760
7430909;43668.36988594876311;43685.80683569723624;-17.43694974847947
7430910;43667.95595296374086;43684.03238080548181;-16.07642784174084
7430911;43668.13650902689551;43685.56606498005567;-17.42955595315493
7430912;43669.92432216622547;43686.00127018265630;-16.07694801643500
7430913;43672.12529484172410;43689.57619869301561;-17.45090385129130
7430914;43674.19787632752559;43690.29251292126719;-16.09463659374659
7430915;43677.83225708828104;43695.24130567903194;-17.40904859075124
7430916;43678.14483118336648;43694.23409328266280;-16.08926209930239
7430917;43676.95796712613082;43694.43637146684341;-17.47840434071102
7430918;43672.32431750361138;43688.36404575958295;-16.03972825597602
7430919;43674.45093145912688;43691.84459030353173;-17.39365884440290
7430920;43675.67514024620323;43691.74303379099729;-16.06789354479026
7430921;43674.63994826158887;43692.08558313793037;-17.44563487633742
7430922;43673.92722446834523;43690.00970101389248;-16.08247654555451
7430923;43670.44825320118252;43687.87273691920564;-17.42448371801687
7430924;43669.98392527031683;43686.01991035605897;-16.03598508574196
7430925;43665.58717645941942;43683.00425279332558;-17.41707633391343
7430926;43665.54495419882733;43681.61686540365918;-16.07191120483249
7430927;43665.36964897987491;43682.78055001582106;-17.41090103595624
7430928;43671.34947669680696;43687.43107506257365;-16.08159836576218
7430929;43668.04492628835578;43685.45853350569087;-17.41360721733665
7430930;43667.49009784586815;43683.55227108980034;-16.06217324392883
7430931;43667.58419141335617;43685.02274718200351;-17.43855576864949
7430932;43669.47315663915651;43685.56867553180200;-16.09551889264297
7430933;43671.65246119273797;43689.11383263909374;-17.46137144635391
7430934;43673.48900712760224;43689.57515203324874;-16.08614490564642
7430935;43676.75399647872837;43694.23401452696271;-17.48001804823955
7430936;43677.47988042236102;43693.57348336355062;-16.09360294119224
7430937;43676.46945343015977;43693.95753819251695;-17.48808476234970
7430938;43671.74275543058320;43687.82700462645153;-16.08424919586930
7430939;43673.20267421721655;43690.65687614117633;-17.45420192395841
7430940;43675.23037541057420;43691.31110304838512;-16.08072763780784
7430941;43674.03136072101915;43691.48839759458497;-17.45703687356450
7430942;43673.41244992311113;43689.49102037656121;-16.07857045345018
7430943;43669.93621787356096;43687.36846799223713;-17.43225011867625
7430944;43669.65836540983582;43685.70605460010120;-16.04768919026687
7430945;43665.41473364181729;43682.81089320909086;-17.39615956728054
7430946;43666.19720161448640;43682.22516889827966;-16.02796728380578
7430947;43666.07430905858200;43683.45874308486236;-17.38443402627826
7430948;43671.65545361341356;43687.71757249211805;-16.06211887870861
7430949;43668.65664999970613;43686.07048476616183;-17.41383476645819
7430950;43668.46023320917448;43684.47860303730704;-16.01836982812883
7430951;43668.77940556166141;43686.14663605876558;-17.36723049710361
7430952;43670.04389184462343;43686.11626509737107;-16.07237325275095
7430953;43672.23648148488428;43689.68371231552737;-17.44723083064900
7430954;43673.87506523559568;43689.99234154068836;-16.11727630508623
7430955;43676.99768575577036;43694.48188257818401;-17.48419682241787
7430956;43677.71074299555039;43693.80478911690443;-16.09404612135228
7430957;43676.52853048723773;43694.01273127175955;-17.48420078452559
7430958;43671.41929071096092;43687.49810466153576;-16.07881395056852
7430959;43672.71844088945363;43690.18050382316142;-17.46206293371218
7430960;43674.82501880051132;43690.91669276775792;-16.09167396724847
7430961;43673.84595833167987;43691.29977290795068;-17.45381457626157
7430962;43673.33336295565095;43689.41145434926148;-16.07809139360882
7430963;43669.89733553736005;43687.35473699170689;-17.45740145435115
7430964;43669.64268683635601;43685.71204350824701;-16.06935667189845
7430965;43665.51340836572490;43682.96019712252746;-17.44678875680981
7430966;43665.73824526567478;43681.82184695281467;-16.08360168713545
7430967;43666.00488131552265;43683.43764729324903;-17.43276597773681
7430968;43672.04223692139931;43688.13086081590154;-16.08862389450437
7430969;43669.34408237681782;43686.78867598967918;-17.44459361285510
7430970;43668.64467179253552;43684.71275622485700;-16.06808443232742
7430971;43668.78937819666316;43686.22721338574775;-17.43783518908905
7430972;43670.58106733362365;43686.65631360488624;-16.07524627126234
7430973;43672.69575453328434;43690.16189849376678;-17.46614396047310
7430974;43674.47296991082840;43690.57370181052102;-16.10073189969544
7430975;43677.57018511329807;43695.05032498457876;-17.48013987128391
7430976;43678.48110773856752;43694.57211284326331;-16.09100510468384
7430977;43677.11416637279763;43694.59422117451322;-17.48005480171424
7430978;43672.13196292865905;43688.21587780089612;-16.08391487223369
7430979;43673.99169485846505;43691.42492041537480;-17.43322555691036
7430980;43675.78384399173956;43691.83307199126284;-16.04922799952575
7430981;43674.60234878196934;43692.05621389341104;-17.45386511144182
7430982;43674.00914726500196;43690.06745679547748;-16.05830953047041
7430983;43670.73700601073506;43688.15400922689878;-17.41700321616180
7430984;43670.82591186337959;43686.81236929610168;-15.98645743271875
7430985;43666.13831199343258;43683.55805274050363;-17.41974074707782
7430986;43666.14950159223372;43682.20704545218905;-16.05754385995336
7430987;43666.17521860117267;43683.60026219575957;-17.42504359457999
7430988;43672.31185561793245;43688.38305033858342;-16.07119472064700
7430989;43669.54615156465297;43686.98726878233720;-17.44111721767752
7430990;43668.74186347980867;43684.79354191164020;-16.05167843183785
7430991;43668.86301716215530;43686.33113288116147;-17.46811571901006
7430992;43670.60766548066749;43686.67840127203817;-16.07073579137198
7430993;43672.77502127755724;43690.25014454426127;-17.47512326670265
7430994;43674.50880616701033;43690.59576564151939;-16.08695947450292
7430995;43677.41077123537980;43694.90632647920575;-17.49555524382328
7430996;43678.34865920049924;43694.45379078308906;-16.10513158258900
7430997;43677.22930242289294;43694.73048927669151;-17.50118685380344
7430998;43672.01893598746392;43688.12546645436669;-16.10653046690034
7430999;43673.20402174969786;43690.69718114731950;-17.49315939761607
7431000;43675.58075963209558;43691.67207395489822;-16.09131432280478
7431001;43674.43947241739806;43691.91462656162912;-17.47515414423380
7431002;43673.89346826024121;43689.95922316695214;-16.06575490671678
7431003;43670.36938559942064;43687.81469727259537;-17.44531167317444
7431004;43670.03175841423945;43686.09136542231863;-16.05960700807970
7431005;43665.78221736953128;43683.22940083524736;-17.44718346572370
7431006;43665.59819110115495;43681.66715294482856;-16.06896184367397
7431007;43665.88489813340857;43683.32246541075438;-17.43756727734884
7431008;43671.99050117583829;43688.05747253166919;-16.06697135582658
7431009;43669.28525942631677;43686.71465382242604;-17.42939439610117
7431010;43668.35856472029263;43684.44533177113044;-16.08676705083380
7431011;43669.20984175157355;43686.60013282490399;-17.39029107332628
7431012;43670.78848494168051;43686.82845556636312;-16.03997062468866
7431013;43672.73695057558507;43690.17140133895009;-17.43445076337033
7431014;43674.38008290524886;43690.45821072124818;-16.07812781600419
7431015;43678.15809207592247;43695.59983814776206;-17.44174607183276
7431016;43678.74652696419071;43694.81718570572411;-16.07065874153659
7431017;43677.44357582252997;43694.94518664590578;-17.50161082337066
7431018;43672.27628812633338;43688.37817694109253;-16.10188881476463
7431019;43673.13032034750358;43690.61577512445365;-17.48545477695228
7431020;43675.53928808236378;43691.61102551838849;-16.07173743602425
7431021;43674.41730681529589;43691.88137575688597;-17.46406894159713
7431022;43673.81807436280360;43689.89777509202395;-16.07970072922470
7431023;43670.52331069203501;43687.97969384993485;-17.45638315789213
7431024;43670.30440334644663;43686.36861029045394;-16.06420694400724
7431025;43665.90428406994033;43683.33535770408344;-17.43107363414019
7431026;43665.81449442983285;43681.88357459958206;-16.06908016975306
7431027;43665.87706603000697;43683.31652432229021;-17.43945829228199
7431028;43671.88989707108703;43687.96185305314430;-16.07195598205172
7431029;43669.40486713233986;43686.84091575703496;-17.43604862468830
7431030;43668.34232598610106;43684.41973723474075;-16.07741124864011
7431031;43668.50639225017221;43685.97402841482835;-17.46763616465136
7431032;43670.30456079193391;43686.37337020106497;-16.06880940913111
7431033;43672.40741589159006;43689.90010769786022;-17.49269180626606
7431034;43674.19936874639825;43690.29356374447525;-16.09419499807915
7431035;43677.58282748097554;43695.07774993068597;-17.49492244970576
7431036;43678.65997648245684;43694.76193708753271;-16.10196060508308
7431037;43677.51028180561843;43695.00027403757849;-17.48999223195714
7431038;43672.56166121653223;43688.63284788236342;-16.07118666583694
7431039;43673.22449454278831;43690.69083538598352;-17.46634084319576
7431040;43675.75633491646295;43691.82058513675292;-16.06425022028322
7431041;43674.63510586066695;43692.09519500262832;-17.46008914196817
7431042;43674.75097004129930;43690.77193483268638;-16.02096479138049
7431043;43670.83609356277884;43688.26485987374326;-17.42876631096178
7431044;43670.90426003270841;43686.92138559336308;-16.01712556065413
7431045;43666.67709095760802;43684.03967495447432;-17.36258399686464
7431046;43665.78041764395311;43681.82921912232996;-16.04880147837583
7431047;43665.92678309748590;43683.35168147004151;-17.42489837256209
7431048;43671.67087478543544;43687.76242480161454;-16.09155001617673
7431049;43669.38651906212908;43686.83019401208730;-17.44367494994595
7431050;43668.09999674357823;43684.16413318860577;-16.06413644503185
7431051;43668.23753441990266;43685.68473274308781;-17.44719832318503
7431052;43669.98385069522192;43686.05529681778717;-16.07144612256025
7431053;43672.21550998008024;43689.69635985021159;-17.48084987012876
7431054;43674.13243966212031;43690.24672492854734;-16.11428526641923
7431055;43677.52481580416497;43695.01770605961792;-17.49289025545386
7431056;43678.84412412282836;43694.92811302880727;-16.08398890597478
7431057;43677.61898473749898;43695.11655616993812;-17.49757143243580
7431058;43672.88683185620903;43688.96331482790993;-16.07648297169835
7431059;43673.36544314608909;43690.85788086221146;-17.49243771612083
7431060;43675.86316325241933;43691.95734694290149;-16.09418369048595
7431061;43674.71367945644306;43692.19011049772962;-17.47643104129114
7431062;43674.12668457117979;43690.21148226860532;-16.08479769742047
7431063;43670.70948243012390;43688.16907071942842;-17.45958828930710
7431064;43670.28118674369034;43686.35345866886200;-16.07227192516440
7431065;43665.87193308540009;43683.30337165063247;-17.43143856523713
7431066;43665.44879270510137;43681.52056009186344;-16.07176738676243
7431067;43665.65539350645122;43683.08540516624635;-17.43001165979928
7431068;43671.40441673142777;43687.47802401352965;-16.07360728210314
7431069;43669.28995257890347;43686.73345982108003;-17.44350724217768
7431070;43667.96927156037418;43684.01113986650307;-16.04186830614005
7431071;43668.12058696533495;43685.57388372733112;-17.45329676199315
7431072;43669.88967284765386;43685.97402343949943;-16.08435059184036
7431073;43672.05659006622591;43689.52468018056243;-17.46809011433478
7431074;43673.86775579855021;43689.94811669895716;-16.08036090040333
7431075;43677.44247118310159;43694.91705164487939;-17.47458046177346
7431076;43678.82219561663806;43694.96201216756890;-16.13981655092626
7431077;43677.70810513826291;43695.21399774544261;-17.50589260716836
7431078;43672.63549435911409;43688.72559101945808;-16.09009666034337
7431079;43673.23683477813029;43690.72387998020713;-17.48704520207316
7431080;43676.12286737102841;43692.17950799125538;-16.05664062023318
7431081;43675.55978095226601;43692.97009627481748;-17.41031532255204
7431082;43674.29876655781845;43690.34586209776899;-16.04709553995361
7431083;43670.88659751638625;43688.30629915243480;-17.41970163604907
7431084;43670.32462725216465;43686.36185823869164;-16.03723098653134
7431085;43666.24892445107253;43683.61399585877371;-17.36507140769727
7431086;43665.59757727761462;43681.59879430747242;-16.00121702985218
7431087;43665.14015697448485;43682.54096241865773;-17.40080544417520
7431088;43671.28578451273643;43687.33560241819941;-16.04981790545634
7431089;43668.91308078348084;43686.35175096443709;-17.43867018096063
7431090;43667.39034382432874;43683.47457986321388;-16.08423603888331
7431091;43667.44975645038357;43684.91242675672402;-17.46267030634204
7431092;43669.24322023557033;43685.30562404196098;-16.06240380638126
7431093;43671.32797654458409;43688.80121541388507;-17.47323886929844
7431094;43673.33772769261122;43689.42892519108864;-16.09119749847881
7431095;43676.74652635293023;43694.23747393491794;-17.49094758199254
7431096;43678.28802984530921;43694.40202620350465;-16.11399635820654
7431097;43676.92545308508124;43694.41886815065664;-17.49341506557766
7431098;43672.03069295766181;43688.11915937366575;-16.08846641600938
7431099;43672.42928191072133;43689.92695355108299;-17.49767164036204
7431100;43675.20189475509687;43691.29638644398074;-16.09449168887194
7431101;43673.88766419436433;43691.34453788111568;-17.45687368675697
7431102;43673.35863594601688;43689.44071248649561;-16.08207654047493
7431103;43669.96290013009275;43687.39962566630129;-17.43672553620526
7431104;43669.53151576319215;43685.58634193197213;-16.05482616877826
7431105;43665.18902217643335;43682.60294493271067;-17.41392275628428
7431106;43664.52458801266039;43680.57960945137893;-16.05502143871751
7431107;43664.59192835213616;43682.02480120583641;-17.43287285371140
7431108;43670.43934577862092;43686.52281058773951;-16.08346480911420
7431109;43668.66973464057810;43686.10124079562956;-17.43150615504338
7431110;43667.17002582731220;43683.22738115034008;-16.05735532302813
7431111;43667.34458298028039;43684.77586840854929;-17.43128542826725
7431112;43669.59464910777751;43685.61667229920567;-16.02202319142306
7431113;43671.65879140137258;43689.06408578495757;-17.40529438358661
7431114;43673.44257615365495;43689.52694500816142;-16.08436885451367
7431115;43676.75683703055256;43694.22003199502069;-17.46319496446390
7431116;43678.81060954066925;43694.86555867477000;-16.05494913409874
7431117;43677.74503893598012;43695.17862692310155;-17.43358798712182
7431118;43672.37864020093548;43688.47202468341857;-16.09338448248319
7431119;43672.48682683206425;43689.95134522873559;-17.46451839668058
7431120;43675.33669513925997;43691.40690460001497;-16.07020946075426
7431121;43674.00600167721859;43691.48423553321481;-17.47823385599336
7431122;43673.68417110034352;43689.74732671982929;-16.06315561949463
7431123;43670.47255821510771;43687.91283051949722;-17.44027230438704
7431124;43670.11168102599913;43686.17991991762392;-16.06823889161981
7431125;43665.57799046828586;43682.99571661556547;-17.41772614727962
7431126;43665.18482695179409;43681.23576142776437;-16.05093447596697
7431127;43665.31282159755210;43682.73220301300171;-17.41938141545273
7431128;43671.22040939389262;43687.30920879034966;-16.08879939646224
7431129;43669.48640414362308;43686.92128065349971;-17.43487650988340
7431130;43667.67454453995015;43683.73367258980579;-16.05912804985541
7431131;43667.82761784429749;43685.26808543797233;-17.44046759365862
7431132;43669.41933237644116;43685.49258709252899;-16.07325471609307
7431133;43671.47139995626640;43688.93490949368424;-17.46350953741344
7431134;43673.54584756569966;43689.62698561575235;-16.08113805005097
7431135;43677.05891029692430;43694.53905768639379;-17.48014738947184
7431136;43678.75269868324540;43694.82641603712545;-16.07371735388456
7431137;43677.43689676580834;43694.93144188822771;-17.49454512242183
7431138;43672.74738504662673;43688.84581432191044;-16.09842927528472
7431139;43672.65737544059812;43690.13974205331760;-17.48236661272500
7431140;43675.67588288403931;43691.73397657840542;-16.05809369435856
7431141;43674.51881493850669;43691.99017485267541;-17.47135991417286
7431142;43674.03962951733411;43690.13436026887939;-16.09473075153495
7431143;43670.85642110207846;43688.29563185182633;-17.43921074974586
7431144;43670.51267550400371;43686.54769047717855;-16.03501497317092
7431145;43665.95187617919873;43683.39784298718587;-17.44596680799084
7431146;43665.73814337241492;43681.75779007171514;-16.01964669930064
7431147;43666.27357980693341;43683.63500712152745;-17.36142731459852
7431148;43671.35249389127421;43687.42400562648254;-16.07151173520282
7431149;43670.12555460670410;43687.51065556978574;-17.38510096307672
7431150;43668.37013428229693;43684.36994331955066;-15.99980903725213
7431151;43667.93619309794303;43685.37277398270089;-17.43658088474826
7431152;43669.56842420759494;43685.61787383901537;-16.04944963142369
7431153;43671.54544427686778;43689.01883033826016;-17.47338606139615
7431154;43673.59002294562379;43689.66881106810615;-16.07878812247328
7431155;43676.97632189541764;43694.47196931119834;-17.49564741577545
7431156;43678.75101500755409;43694.84700568242988;-16.09599067488749
7431157;43677.30238324850507;43694.80322017845901;-17.50083692995494
7431158;43672.69556337744871;43688.77937607644708;-16.08381269899139
7431159;43672.47328581955662;43689.97160001660814;-17.49831419705005
7431160;43675.50716224437201;43691.60449203744793;-16.09732979307289
7431161;43674.29602713149507;43691.75230626202392;-17.45627913053564
7431162;43673.76589555058308;43689.83975489829754;-16.07385934772377
7431163;43670.44127956575539;43687.90718454561284;-17.46590497984498
7431164;43670.07617057223979;43686.13689744570729;-16.06072687346586
7431165;43665.64182342293498;43683.10830896943662;-17.46648554650407
7431166;43665.15634735546337;43681.22906199027784;-16.07271463481455
7431167;43665.23199034631398;43682.66456441800256;-17.43257407168722
7431168;43671.09610434030037;43687.17832483143138;-16.08222049113303
7431169;43669.83997140848078;43687.28576533121668;-17.44579392274184
7431170;43668.00542857501569;43684.07721593485621;-16.07178735984214
7431171;43668.21364279004774;43685.66529670623277;-17.45165391617618
7431172;43669.89696973020909;43685.97384856415738;-16.07687883394937
7431173;43671.82967582064157;43689.32013690304302;-17.49046108239354
7431174;43673.77343721449870;43689.86572060277831;-16.09228338826941
7431175;43677.27530238908366;43694.76495945722854;-17.48965706814630
7431176;43679.14704117508518;43695.23665196116053;-16.08961078607047
7431177;43677.60255257864628;43695.11017855425598;-17.50762597561195
7431178;43673.28057968601934;43689.34192041811184;-16.06134073209391
7431179;43673.16287603005912;43690.59708123905875;-17.43420520899807
7431180;43676.03593456278031;43692.09426609676302;-16.05833153397958
7431181;43674.73653598981764;43692.19288778791088;-17.45635179808837
7431182;43674.43722477575648;43690.50373334623146;-16.06650857048722
7431183;43671.25382564563915;43688.67486531003669;-17.42103966439939
7431184;43671.40020624468889;43687.41183168177668;-16.01162543708915
7431185;43666.51470196062292;43683.92783077353670;-17.41312881291959
7431186;43665.70778534949204;43681.77240308869659;-16.06461773920265
7431187;43665.71275580199290;43683.13768298034120;-17.42492717835677
7431188;43671.52840476066194;43687.61028180406720;-16.08187704340960
7431189;43670.23345256631728;43687.68134334987553;-17.44789078356175
7431190;43668.22252346313326;43684.29478356863547;-16.07226010550039
7431191;43668.30524821490690;43685.75074155844050;-17.44549334353423
7431192;43669.75983353853371;43685.83719989441306;-16.07736635588020
7431193;43671.54180009798438;43689.01239825449011;-17.47059815651038
7431194;43673.49931107325392;43689.59377084454172;-16.09445977128448
7431195;43676.80160766881454;43694.30181217201607;-17.50020450319996
7431196;43678.79522694183106;43694.89342189757735;-16.09819495574651
7431197;43677.11562311925809;43694.62805525313888;-17.51243213388182
7431198;43672.59005189764866;43688.68927827839798;-16.09922638075205
7431199;43672.29373638143443;43689.80766230505105;-17.51392592361772
7431200;43675.75930205457553;43691.84137412591372;-16.08207207133279
7431201;43674.58303427851206;43692.06904758770543;-17.48601330918593
7431202;43674.22915558331442;43690.29311620541557;-16.06396062210100
7431203;43671.05212370384106;43688.50106525882438;-17.44894155498110
7431204;43670.56753118122288;43686.62537417537533;-16.05784299415642
7431205;43666.25185950667947;43683.70195412344765;-17.45009461676990
7431206;43665.63842917995498;43681.70062998079084;-16.06220080082936
7431207;43665.97225136007182;43683.41777208906569;-17.44552072899791
7431208;43671.75699605472619;43687.84765707966289;-16.09066102493704
7431209;43670.72564370006148;43688.17110452429188;-17.44546082423490
7431210;43669.22222289955243;43685.24072054153658;-16.01849764197452
7431211;43668.81238336518436;43686.24994801299181;-17.43756464780920
7431212;43670.33408888240956;43686.37339073785552;-16.03930185544090
7431213;43672.57080274401233;43689.97508811770240;-17.40428537368866
7431214;43674.31161034965771;43690.40616477974982;-16.09455443009420
7431215;43677.32936408087699;43694.81738920338103;-17.48802512251034
7431216;43679.17340699163469;43695.27445814424573;-16.10105115260907
7431217;43677.69297387381812;43695.20056342580210;-17.50758955198579
7431218;43673.39133040519664;43689.49199635907280;-16.10066595387688
7431219;43672.74136833209923;43690.22541296070267;-17.48404462861041
7431220;43676.18590081900766;43692.26153849044931;-16.07563767144992
7431221;43675.01470071695803;43692.50712843285146;-17.49242771589980
7431222;43674.57813672550401;43690.66930037922430;-16.09116365371533
7431223;43671.49294048845331;43688.93032335524913;-17.43738286680369
7431224;43670.97869467025157;43687.03975191010977;-16.06105723987242
7431225;43666.56098323011975;43684.00552443156630;-17.44454120144581
7431226;43665.73235004960588;43681.81800631785882;-16.08565626825105
7431227;43665.88823500764556;43683.32887913763261;-17.44064412998750
7431228;43671.28177932198741;43687.36253762242995;-16.08075830044262
7431229;43670.37345615535742;43687.81299609755661;-17.43953994219954
7431230;43668.02770088466059;43684.09463338337082;-16.06693249871092
7431231;43668.02410439715459;43685.46491349278949;-17.44080909562775
7431232;43669.48176798232453;43685.54874608581304;-16.06697810349732
7431233;43671.21630495892168;43688.69546231018467;-17.47915735126124
7431234;43673.39631006658601;43689.46722220239462;-16.07091213580617
7431235;43676.86158516368596;43694.34676444087381;-17.48517927718536
7431236;43678.86230647603952;43694.95429427599447;-16.09198779995327
7431237;43677.29863045729871;43694.81344310273562;-17.51481264543274
7431238;43673.13640552228026;43689.22783318543952;-16.09142766315414
7431239;43672.17038953043084;43689.66214769881481;-17.49175816839218
7431240;43675.61839557834901;43691.69832307910110;-16.07992750074988
7431241;43674.30121216482803;43691.78268307382677;-17.48147090899935
7431242;43673.78610761780146;43689.84821561958961;-16.06210800178921
7431243;43670.61638715799199;43688.07457880215225;-17.45819164415573
7431244;43670.55264009492385;43686.57532191749488;-16.02268182257220
7431245;43666.26673221494275;43683.64322041381820;-17.37648819886977
7431246;43664.99826464097714;43681.01766181196581;-16.01939717098873
7431247;43665.21566588948917;43682.62867397801165;-17.41300808851917
7431248;43671.32821366401186;43687.31828865357238;-15.99007498955447
7431249;43670.15017742974305;43687.57142209292215;-17.42124466318296
7431250;43667.56534936698154;43683.61334055968473;-16.04799119270179
7431251;43667.53284128155065;43684.99430234346073;-17.46146106191227
7431252;43669.06465807003406;43685.13930558872380;-16.07464751869555
7431253;43670.87669406678469;43688.35320741302712;-17.47651334623795
7431254;43673.05788756310358;43689.14230251408298;-16.08441495097869
7431255;43676.44609752711403;43693.93843380612816;-17.49233627901466
7431256;43678.68057335018239;43694.79113775158476;-16.11056440140615
7431257;43677.16755875870876;43694.67913502778538;-17.51157626907346
7431258;43673.28183448949130;43689.37658285217185;-16.09474836267356
7431259;43672.37714496446279;43689.86523455708812;-17.48808959262179
7431260;43676.05919282653485;43692.14257276217540;-16.08337993562997
7431261;43674.85688853221654;43692.34019833077764;-17.48330979856433
7431262;43674.43646494464338;43690.51095542626717;-16.07449048161962
7431263;43671.38420594984927;43688.84382702259609;-17.45962107274466
7431264;43670.81741844926728;43686.86407371350651;-16.04665526424478
7431265;43666.18491412128787;43683.63275318138767;-17.44783906009459
7431266;43665.36168782140157;43681.41220616217470;-16.05051834077116
7431267;43665.72894369299320;43683.15830433316296;-17.42936064016449
7431268;43671.08119241204986;43687.15410119108856;-16.07290877903804
7431269;43670.56809578395041;43688.01007815377670;-17.44198236982563
7431270;43667.90575754894235;43683.97825911569089;-16.07250156674512
7431271;43668.07389646432421;43685.51744074747694;-17.44354428314897
7431272;43669.41790963964013;43685.48530737166584;-16.06739773202600
7431273;43671.04457752839517;43688.50833013162628;-17.46375260323374
7431274;43673.43129410230176;43689.49168854430172;-16.06039444200078
7431275;43677.01346021035715;43694.51420949341264;-17.50074928305421
7431276;43679.30551114233822;43695.40878061270632;-16.10326947035709
7431277;43678.50690725092136;43695.95563737268094;-17.44873012176114
7431278;43674.11026673066954;43690.17534009203519;-16.06507336136719
7431279;43673.08269865538023;43690.55244073039648;-17.46974207501625
7431280;43676.76313126036257;43692.82326365971676;-16.06013239935440
7431281;43675.87134146223252;43693.31244700039679;-17.44110553816746
7431282;43675.85634490349184;43691.86683777650615;-16.01049287302698
7431283;43672.26154811737069;43689.70850947197323;-17.44696135459312
7431284;43671.55470170849003;43687.61708527094015;-16.06238356245733
7431285;43666.92805716580915;43684.35990334922099;-17.43184618341240
7431286;43665.87064879960235;43681.94343604351161;-16.07278724391230
7431287;43666.18524811908719;43683.59170425200864;-17.40645613291403
7431288;43671.12261847211630;43687.19819193959120;-16.07557346747891
7431289;43670.83222504500009;43688.25744054112874;-17.42521549612194
7431290;43668.13568071042391;43684.20473938944633;-16.06905867902409
7431291;43668.06544681313972;43685.51542696024262;-17.44998014710118
7431292;43669.40227247332950;43685.46100706273137;-16.05873458940498
7431293;43671.00844743166817;43688.47267823031871;-17.46423079864912
7431294;43673.35052925719356;43689.42766991049575;-16.07714065330270
7431295;43676.86424829855969;43694.36080870356091;-17.49656040499882
7431296;43679.20923157708603;43695.29421684848785;-16.08498527139569
7431297;43677.83851268376748;43695.35170115996152;-17.51318847619369
7431298;43674.03431869627093;43690.11648821145354;-16.08216951517183
7431299;43672.94586146999063;43690.42386293687014;-17.47800146688537
7431300;43676.77517138406256;43692.86937090409629;-16.09419952003008
7431301;43675.71933876918774;43693.22316316476645;-17.50382439557598
7431302;43675.38384527921880;43691.45281481895654;-16.06896953973033
7431303;43672.30130096385255;43689.74787803712388;-17.44657707327279
7431304;43671.46669642841152;43687.52493767161650;-16.05824124320740
7431305;43666.97535392449208;43684.40566465102893;-17.43031072653517
7431306;43666.09617776027153;43682.16258530833147;-16.06640754806041
7431307;43666.93324211992876;43684.31370527326362;-17.38046315333827
7431308;43671.64474083115056;43687.69071970524237;-16.04597887409176
7431309;43671.34579501777625;43688.77197042077751;-17.42617540299920
7431310;43669.15271277091961;43685.15432115098520;-16.00160838006485
7431311;43668.77883883587492;43686.19960154443834;-17.42076270856067
7431312;43669.91123707250517;43685.95236236041819;-16.04112528790960
7431313;43671.27862399198784;43688.75594585967337;-17.47732186768597
7431314;43673.72142621806415;43689.81774287206645;-16.09631665399547
7431315;43676.99783988966374;43694.48762468479254;-17.48978479513261
7431316;43679.42822093241557;43695.53479670216620;-16.10657576976500
7431317;43677.65058357344242;43695.16104043283849;-17.51045685938933
7431318;43673.95734487083973;43690.04944950325444;-16.09210463241793
7431319;43672.33547907198954;43689.83224455257005;-17.49676548057995
7431320;43676.38170482439455;43692.46274649564293;-16.08104167124225
7431321;43674.91795781613473;43692.42241619433480;-17.50445837819683
7431322;43674.50515413585526;43690.59279729393893;-16.08764315808422
7431323;43671.45545419011614;43688.90603186019871;-17.45057767008504
7431324;43670.49857150844764;43686.57483111479087;-16.07625960634948
7431325;43666.29029986011301;43683.73663178321294;-17.44633192309928
7431326;43665.29687052116060;43681.33203702809260;-16.03516650693378
7431327;43665.47533633958665;43682.90199477202987;-17.42665843243520
