# sample; mag1 in nT; mag2 in nT; grad in nT
8917296;43693.44614391662617;43698.58069436557707;-5.13455044895564
8917297;43696.16969276603049;43702.71355002759810;-6.54385726156833
8917298;43697.13725263081142;43702.28392236602667;-5.14666973521789
8917299;43692.10700548823661;43698.61843015214981;-6.51142466390987
8917300;43689.44684243883239;43694.57211625275522;-5.12527381391982
8917301;43682.95615686843666;43689.49332437002158;-6.53716750157920
8917302;43680.22132721518574;43685.32256430927373;-5.10123709408610
8917303;43676.23444115476741;43682.73434049899515;-6.49989934423573
8917304;43677.56113465251110;43682.64544430691603;-5.08430965439690
8917305;43670.48452163496404;43676.96173297732457;-6.47721134236063
8917306;43667.04972075675323;43672.12558684037504;-5.07586608362551
8917307;43662.49035810842179;43668.98531988624018;-6.49496177781095
8917308;43662.48155092397064;43667.55910574785230;-5.07755482387301
8917309;43666.12582203097554;43672.61816021297273;-6.49233818199343
8917310;43670.12082168046618;43675.22934629722295;-5.10852461675941
8917311;43675.30734533524810;43681.81049282551976;-6.50314749026897
8917312;43679.77867644337675;43684.90063224324695;-5.12195579986488
8917313;43683.10518255410716;43689.61479265776870;-6.50961010366331
8917314;43683.38646157118637;43688.47256128837034;-5.08609971718553
8917315;43689.00201917225786;43695.52966769381601;-6.52764852155022
8917316;43693.38509688054182;43698.49982836511481;-5.11473148457377
8917317;43696.31572329565097;43702.85480153223034;-6.53907823657744
8917318;43697.27381396641431;43702.43748758176662;-5.16367361535786
8917319;43691.90380245057167;43698.43724363710498;-6.53344118652234
8917320;43689.15346084842895;43694.28247525964980;-5.12901441122050
8917321;43682.74809639088198;43689.25687499568448;-6.50877860480544
8917322;43680.23375789016427;43685.28658283657569;-5.05282494639732
8917323;43676.15959115293663;43682.61818074791518;-6.45858959498498
8917324;43677.26301167291240;43682.31821032606967;-5.05519865315834
8917325;43669.85786743469362;43676.29581879061880;-6.43795135592757
8917326;43666.63976905346499;43671.72144697006297;-5.08167791659882
8917327;43662.53519718546158;43668.99614763489808;-6.46095044943790
8917328;43662.36790828377707;43667.43913547095872;-5.07122718718917
8917329;43666.12032836044818;43672.60376897713286;-6.48344061669250
8917330;43670.64192918055051;43675.68526337514049;-5.04333419458788
8917331;43675.46904757615266;43681.96373379368742;-6.49468621753198
8917332;43679.62207017783658;43684.71319808645785;-5.09112790861601
8917333;43682.60321088915953;43689.12258661772648;-6.51937572856996
8917334;43682.61578484989150;43687.74203016403771;-5.12624531414614
8917335;43688.29827758672764;43694.83892722039309;-6.54064963366196
8917336;43692.64039670798229;43697.78105967569718;-5.14066296770851
8917337;43695.61907703194447;43702.15151125381817;-6.53243422187381
8917338;43696.65509654167545;43701.80627748785628;-5.15118094617314
8917339;43691.28692741570558;43697.82775629864773;-6.54082888293963
8917340;43688.69803009770112;43693.81124789601745;-5.11321779832126
8917341;43682.37714250337012;43688.90735826933087;-6.53021576595637
8917342;43679.55074257736123;43684.65669873446313;-5.10595615710251
8917343;43675.86905281748477;43682.38023771928420;-6.51118490179099
8917344;43677.17867352268513;43682.29404909697041;-5.11537557428544
8917345;43670.11772644526354;43676.59833867529960;-6.48061223003957
8917346;43667.31335082963778;43672.40224549335107;-5.08889466370649
8917347;43663.00758821146883;43669.49889731547592;-6.49130910401261
8917348;43662.95841020628723;43668.06907105205755;-5.11066084576581
8917349;43666.79340832288290;43673.28720324968162;-6.49379492680170
8917350;43670.93170756627660;43676.00604834115802;-5.07434077487517
8917351;43675.90393501962535;43682.42061517581897;-6.51668015619121
8917352;43679.69679722343426;43684.81116754894174;-5.11437032550642
8917353;43682.95853668946802;43689.47145873072441;-6.51292204125559
8917354;43682.97564026410691;43688.10034247756994;-5.12470221346580
8917355;43688.58796042753238;43695.12965089020872;-6.54169046266905
8917356;43693.02776535011799;43698.14490188653144;-5.11713653640777
8917357;43696.01647331732966;43702.52290767586965;-6.50643435854407
8917358;43696.91907332606206;43702.08267299590807;-5.16359966985130
8917359;43691.66627863589383;43698.18795635698916;-6.52167772110543
8917360;43688.84010358103114;43693.93544717666373;-5.09534359563395
8917361;43682.27908411000681;43688.77947567179217;-6.50039156179073
8917362;43679.36242057491472;43684.49215735518374;-5.12973678027042
8917363;43675.84775767067185;43682.34158972506702;-6.49383205439386
8917364;43677.05721191384509;43682.14813473304821;-5.09092281920694
8917365;43669.82583291510673;43676.31145525020838;-6.48562233509600
8917366;43666.80337267900904;43671.87581067168503;-5.07243799267804
8917367;43662.72622254252201;43669.18704984645592;-6.46082730392684
8917368;43662.68752811317972;43667.78361293964554;-5.09608482646639
8917369;43666.53433025928825;43673.01613381549396;-6.48180355620507
8917370;43670.69592024067970;43675.79839091546455;-5.10247067478340
8917371;43675.63906881579169;43682.14430874790560;-6.50523993211379
8917372;43679.51088051051192;43684.61388541902124;-5.10300490850881
8917373;43682.89320968864195;43689.42676678772841;-6.53355709908597
8917374;43683.68428414079972;43688.75929148597788;-5.07500734517456
8917375;43689.44406283589342;43695.94690520139557;-6.50284236549727
8917376;43693.66189293372736;43698.81322747327067;-5.15133453954775
8917377;43696.89752828946075;43703.41018432513374;-6.51265603567009
8917378;43698.22371123254561;43703.32560624118196;-5.10189500863691
8917379;43692.40562859927741;43698.92190441631101;-6.51627581702777
8917380;43689.57342828413675;43694.68678136431117;-5.11335308017661
8917381;43682.88507753398881;43689.40381045179674;-6.51873291780774
8917382;43679.91831885739521;43685.05138908847584;-5.13307023107491
8917383;43675.64465216451208;43682.16717187084578;-6.52251970633047
8917384;43677.39191083959304;43682.42571782720188;-5.03380698760434
8917385;43669.53009438007575;43675.99464967133099;-6.46455529125426
8917386;43666.42201613424550;43671.53329111055064;-5.11127497629655
8917387;43662.63818531553261;43669.06255619336298;-6.42437087783087
8917388;43662.30994328208180;43667.38500809083780;-5.07506480875919
8917389;43665.90650259562244;43672.41580286998214;-6.50930027435482
8917390;43670.15633259637980;43675.26079433826089;-5.10446174188110
8917391;43675.12146104034764;43681.64769972531212;-6.52623868497044
8917392;43679.18849106103880;43684.31609893735731;-5.12760787632836
8917393;43682.39451545114571;43688.92947394515068;-6.53495849399957
8917394;43682.49696205569489;43687.64390973651462;-5.14694768082007
8917395;43688.45425193162373;43694.99032723499840;-6.53607530337582
8917396;43692.68881787769351;43697.83092458102328;-5.14210670333459
8917397;43695.61378393193445;43702.13555813724815;-6.52177420532126
8917398;43696.40724076150218;43701.59220305961207;-5.18496229810874
8917399;43690.98662501812942;43697.54242060854449;-6.55579559041271
8917400;43688.08103706295515;43693.22810436339932;-5.14706730044762
8917401;43681.68760969128925;43688.22009115765104;-6.53248146635087
8917402;43678.81922168775782;43683.95342533457006;-5.13420364681056
8917403;43674.79976671316399;43681.32139559711504;-6.52162888395234
8917404;43675.98075567229534;43681.08465575866285;-5.10390008636633
8917405;43668.55502748546860;43675.04800985180191;-6.49298236633654
8917406;43665.93951262985502;43671.03564153291518;-5.09612890305993
8917407;43661.67575907041464;43668.19134653188667;-6.51558746147622
8917408;43661.94811467187537;43667.06727058051183;-5.11915590864118
8917409;43665.84558951821964;43672.35412041942618;-6.50853090120860
8917410;43670.14123316937912;43675.26425292302883;-5.12301975365261
8917411;43674.96789933611581;43681.50010257040412;-6.53220323428644
8917412;43678.93895293553214;43684.05461592649954;-5.11566299097015
8917413;43682.20437737058091;43688.71678436137881;-6.51240699080122
8917414;43682.25491832976695;43687.39104996811511;-5.13613163834523
8917415;43688.20944180899824;43694.74482795812946;-6.53538614912778
8917416;43692.45937369363673;43697.59804812866787;-5.13867443502917
8917417;43696.21220349761279;43702.65541538652906;-6.44321188891907
8917418;43696.69583195482846;43701.83555120799429;-5.13971925316328
8917419;43691.24573276930460;43697.76667491642002;-6.52094214711753
8917420;43688.89679176619393;43693.94707966438727;-5.05028789820110
8917421;43682.20889183750114;43688.72053466684156;-6.51164282934797
8917422;43679.28849722944869;43684.41388568475668;-5.12538845530672
8917423;43674.84908728906885;43681.36707761520665;-6.51799032613905
8917424;43675.84636681422126;43680.95065628465090;-5.10428947042729
8917425;43668.47012665006332;43674.97858635189914;-6.50845970183917
8917426;43665.89820299410349;43671.00819165084249;-5.10998865673953
8917427;43661.55530514071870;43668.06128934855951;-6.50598420784692
8917428;43661.75317420863576;43666.88007912941976;-5.12690492078385
8917429;43665.67114058788138;43672.18977284668654;-6.51863225880380
8917430;43670.02370749189868;43675.15884723338968;-5.13513974149443
8917431;43675.07385102778062;43681.58494011643052;-6.51108908864984
8917432;43678.93459456472192;43684.05979682460747;-5.12520225987894
8917433;43682.26487463057856;43688.78024100475886;-6.51536637416978
8917434;43682.35963865320809;43687.50550825904065;-5.14586960583336
8917435;43688.51836329780781;43695.06905577805446;-6.55069248024527
8917436;43692.82133176283241;43697.99994077310112;-5.17860901027161
8917437;43695.87130024984799;43702.41447391008842;-6.54317366024916
8917438;43696.74491174866853;43701.91816482081049;-5.17325307213915
8917439;43691.40627755101741;43697.94775032008329;-6.54147276907167
8917440;43688.47467372751998;43693.61007368288119;-5.13539995536249
8917441;43682.24485131664551;43688.75432728953456;-6.50947597289506
8917442;43679.51101804733480;43684.62876881384000;-5.11775076649665
8917443;43675.38876983900263;43681.90167469437438;-6.51290485537207
8917444;43676.48750817166729;43681.60785853279958;-5.12035036113115
8917445;43669.02730262324621;43675.52179529806745;-6.49449267482553
8917446;43666.34936095349258;43671.47174445790733;-5.12238350441411
8917447;43662.21200174414844;43668.71407453498978;-6.50207279083299
8917448;43662.54346124675794;43667.63838366908749;-5.09492242233479
8917449;43667.08669110619667;43673.51383782786434;-6.42714672166738
8917450;43671.29116474508919;43676.38175773730472;-5.09059299221224
8917451;43676.00328171051660;43682.49979891937983;-6.49651720887062
8917452;43679.54111002182617;43684.63270489046408;-5.09159486862881
8917453;43682.76219434006634;43689.27406382704066;-6.51186948697522
8917454;43683.52328938781284;43688.59623351855407;-5.07294413074115
8917455;43689.30158272234985;43695.80839451021893;-6.50681178787087
8917456;43693.21944931030157;43698.36418680488714;-5.14473749458661
8917457;43696.07227245317335;43702.60740208012430;-6.53512962694588
8917458;43696.87839822085516;43702.03732315169327;-5.15892493083583
8917459;43691.59383053963393;43698.13892785868666;-6.54509731905237
8917460;43688.45843868063093;43693.59482218117046;-5.13638350054556
8917461;43682.20994060907105;43688.75117945484817;-6.54123884577136
8917462;43679.42385998159443;43684.54801158353075;-5.12415160193795
8917463;43675.03987294427498;43681.57552132182900;-6.53564837754981
8917464;43675.77090815042175;43680.90528040157369;-5.13437225115059
8917465;43668.05321704953531;43674.54574244036485;-6.49252539082211
8917466;43665.49898111010407;43670.58689064039936;-5.08790953029865
8917467;43661.32330431987066;43667.82016923111951;-6.49686491124168
8917468;43661.74057728461776;43666.83216633118718;-5.09158904656369
8917469;43665.67537162385270;43672.19380485054717;-6.51843322669229
8917470;43670.22774868509441;43675.36513637773896;-5.13738769264446
8917471;43675.08194819514756;43681.62028056801500;-6.53833237286802
8917472;43678.85263756895438;43683.96674777399312;-5.11411020503517
8917473;43682.05745605244738;43688.59116108839225;-6.53370503594523
8917474;43682.41468109546986;43687.56268899689167;-5.14800790142199
8917475;43688.66772299354488;43695.20956990927516;-6.54184691573576
8917476;43692.78617110370396;43697.94281422479980;-5.15664312110191
8917477;43695.72831132356077;43702.26309140638477;-6.53478008281657
8917478;43696.49330607103184;43701.64619540346757;-5.15288933243913
8917479;43691.05647767543269;43697.60249683338043;-6.54601915794423
8917480;43687.80335383446800;43692.94868802976271;-5.14533419528813
8917481;43681.69107077680383;43688.22444434047793;-6.53337356367087
8917482;43679.72610134799470;43684.79708354893955;-5.07098220095522
8917483;43675.01638413180626;43681.52543532403070;-6.50905119222759
8917484;43676.00793617573800;43681.08890219445311;-5.08096601871673
8917485;43668.28315000267321;43674.78059268695506;-6.49744268427477
8917486;43666.27580015447893;43671.30739079925843;-5.03159064478089
8917487;43661.68864323645539;43668.15664243092033;-6.46799919446393
8917488;43661.97029417628801;43667.09237072523683;-5.12207654894794
8917489;43665.76897010322136;43672.27969582772494;-6.51072572450598
8917490;43670.34835777388071;43675.47978105603397;-5.13142328214698
8917491;43675.04121648968430;43681.57316907359200;-6.53195258391437
8917492;43678.82805738867319;43683.95428638496378;-5.12622899628630
8917493;43681.91430478620168;43688.45439662755962;-6.54009184134291
8917494;43682.26390860225365;43687.38736064707336;-5.12345204481910
8917495;43688.40555835620034;43694.95659342507861;-6.55103506887698
8917496;43692.44007382181735;43697.60264877773443;-5.16257495591937
8917497;43695.38859199428407;43701.93823657871690;-6.54964458442789
8917498;43696.10273208958824;43701.27091748945531;-5.16818539987335
8917499;43690.68768945104966;43697.22110110719950;-6.53341165614931
8917500;43687.56428134946327;43692.69789009591477;-5.13360874645280
8917501;43681.25970357011829;43687.79794168301305;-6.53823811289774
8917502;43678.65119240633067;43683.77618018159410;-5.12498777525629
8917503;43674.32114879850997;43680.85539545366191;-6.53424665514418
8917504;43675.29089047900925;43680.39548895950429;-5.10459848049373
8917505;43667.62581191150821;43674.13645810586604;-6.51064619436298
8917506;43665.28650997913792;43670.36573693933315;-5.07922696018563
8917507;43661.31820769921615;43667.81266425666399;-6.49445655745585
8917508;43661.81621189532598;43666.91685525251523;-5.10064335718483
8917509;43665.76269196810608;43672.26717610660853;-6.50448413849761
8917510;43670.69141507875611;43675.83006208817824;-5.13864700941916
8917511;43675.53108920856175;43682.04751428529562;-6.51642507672829
8917512;43679.21762656245846;43684.34444625543983;-5.12681969298016
8917513;43682.58188785563107;43689.09870722852065;-6.51681937288757
8917514;43682.83867199609085;43687.97882515886886;-5.14015316278000
8917515;43689.37952729928656;43695.90111268181499;-6.52158538252335
8917516;43694.27000989561930;43699.36001871876215;-5.09000882314399
8917517;43696.76600030468398;43703.27492051514855;-6.50892021047415
8917518;43697.81628149744211;43702.94436684592802;-5.12808534848493
8917519;43692.50314573658397;43698.99641632229759;-6.49327058570690
8917520;43688.52226998882543;43693.64836145315348;-5.12609146432588
8917521;43682.26405630510999;43688.79233121730067;-6.52827491219180
8917522;43679.39538741931028;43684.53025905413233;-5.13487163482036
8917523;43674.92456272119307;43681.43806460851920;-6.51350188731632
8917524;43675.58089440026379;43680.68414865386148;-5.10325425360282
8917525;43667.68081045558210;43674.18647914047324;-6.50566868489000
8917526;43665.22225012481067;43670.32769064870081;-5.10544052389447
8917527;43661.14824934491480;43667.64548236104019;-6.49723301612662
8917528;43661.65904293184576;43666.78595775397844;-5.12691482212965
8917529;43665.72132197413157;43672.21341898062383;-6.49209700649490
8917530;43670.55714882636676;43675.67547525899136;-5.11832643262190
8917531;43675.31621544549853;43681.86309069576237;-6.54687525026015
8917532;43679.07020472327713;43684.20593955390359;-5.13573483062648
8917533;43682.35337537441956;43688.87824745051330;-6.52487207609405
8917534;43682.81342630312429;43687.95056881403434;-5.13714251090209
8917535;43689.26482752666197;43695.81868550946092;-6.55385798279879
8917536;43693.44710027902329;43698.60379200419266;-5.15669172515720
8917537;43696.27414628084807;43702.82288777350186;-6.54874149265255
8917538;43697.11175260803429;43702.27936254820088;-5.16760994015534
8917539;43691.75905851352582;43698.30824440712604;-6.54918589359621
8917540;43688.33244165840006;43693.46115599278710;-5.12871433439113
8917541;43682.13808373837674;43688.65361709986610;-6.51553336148975
8917542;43679.38567206339940;43684.51895507518202;-5.13328301178384
8917543;43675.04688506355888;43681.55131731636357;-6.50443225279738
8917544;43675.91775680467254;43681.01114327458345;-5.09338646991402
8917545;43667.99134644715377;43674.50458846143010;-6.51324201427845
8917546;43665.74952330977976;43670.86574270547135;-5.11621939568872
8917547;43661.88874094456696;43668.39513873323449;-6.50639778867296
8917548;43662.60119071556255;43667.69357776306424;-5.09238704750206
8917549;43667.19158086481912;43673.62965852415800;-6.43807765934543
8917550;43671.67584346305375;43676.80467258488352;-5.12882912181994
8917551;43676.43348413398053;43682.93547077872790;-6.50198664474457
8917552;43679.81933519750601;43684.92859429410601;-5.10925909660522
8917553;43683.43163060662482;43689.89932462337310;-6.46769401674878
8917554;43683.30223692744767;43688.42584571478073;-5.12360878733070
8917555;43689.50840942015202;43696.05153917496500;-6.54312975480794
8917556;43693.37234507942048;43698.51888625344873;-5.14654117403032
8917557;43696.21676800642308;43702.75749908217404;-6.54073107574776
8917558;43696.82836020034301;43702.01233941798273;-5.18397921764199
8917559;43691.39462261775770;43697.94074227839883;-6.54611966063935
8917560;43688.00257054121175;43693.13726257010421;-5.13469202889370
8917561;43682.01150472720474;43688.52055993999238;-6.50905521278809
8917562;43679.21071321855561;43684.33882836268458;-5.12811514412430
8917563;43675.11234213742136;43681.63409428871091;-6.52175215129708
8917564;43675.77083681008662;43680.89543161917391;-5.12459480909214
8917565;43667.73079934520501;43674.23462305433350;-6.50382370912591
8917566;43665.40727967896237;43670.51200532387156;-5.10472564490015
8917567;43661.50878180783184;43668.02545757969347;-6.51667577186138
8917568;43662.00623726626509;43667.11666902601428;-5.11043175975281
8917569;43666.02307928914524;43672.51089367618260;-6.48781438703930
8917570;43671.03694008704042;43676.17564756470529;-5.13870747766940
8917571;43675.48924086880288;43682.01600234590296;-6.52676147710639
8917572;43679.18203664814791;43684.30642842518864;-5.12439177704571
8917573;43682.22650998366589;43688.73963988949981;-6.51312990583319
8917574;43682.47381287764438;43687.60261556342448;-5.12880268577791
8917575;43688.85007486345421;43695.41660016684182;-6.56652530338293
8917576;43692.84400172041933;43698.00824353345524;-5.16424181303685
8917577;43695.72119216460123;43702.23787579936470;-6.51668363476256
8917578;43696.41828243942291;43701.59256319978158;-5.17428076036587
8917579;43691.18078951105417;43697.72870511659130;-6.54791560553746
8917580;43687.55782571870805;43692.69248169637285;-5.13465597766224
8917581;43682.37433490098192;43688.82910517657729;-6.45477027558683
8917582;43679.25502308830619;43684.35513637757686;-5.10011328927470
8917583;43674.85762080027052;43681.35696317618567;-6.49934237591653
8917584;43675.39002322269516;43680.46092996688094;-5.07090674417497
8917585;43667.30810013874725;43673.80388280126499;-6.49578266251628
8917586;43665.63665921564098;43670.68263989889965;-5.04598068325359
8917587;43661.36094538022007;43667.81441511721641;-6.45346973698607
8917588;43661.84784343421052;43666.96445328051777;-5.11660984630574
8917589;43665.74798344033479;43672.26586878915987;-6.51788534882437
8917590;43670.64221095418907;43675.76978840358788;-5.12757744938971
8917591;43675.38088931991661;43681.91684512511711;-6.53595580520096
8917592;43678.98081273928983;43684.11682930481766;-5.13601656552415
8917593;43682.11689276019024;43688.65912894799840;-6.54223618780310
8917594;43682.61471011589310;43687.74306128285389;-5.12835116696490
8917595;43689.11926691270492;43695.66026440162386;-6.54099748892764
8917596;43693.17591789394646;43698.33321170228737;-5.15729380834275
8917597;43696.07343952321389;43702.61127515948465;-6.53783563626950
8917598;43696.78752384965628;43701.96318973178859;-5.17566588213587
8917599;43691.55921415577905;43698.10701786421123;-6.54780370843037
8917600;43688.03964318447834;43693.17143320266041;-5.13179001818293
8917601;43682.19313414683711;43688.73270645306184;-6.53957230622933
8917602;43679.81353578130802;43684.94399144461931;-5.13045566331074
8917603;43675.27228060800553;43681.79954632500448;-6.52726571699922
8917604;43675.94929296626651;43681.02236642945354;-5.07307346319328
8917605;43667.83859704952920;43674.33698466685019;-6.49838761731822
8917606;43665.65575349576102;43670.76489909816883;-5.10914560240413
8917607;43661.88154139101971;43668.37561169618129;-6.49407030515539
8917608;43662.72919586109492;43667.84926995442947;-5.12007409332542
8917609;43666.88670612855640;43673.38595124428684;-6.49924511572624
8917610;43672.18231653095427;43677.32732377818320;-5.14500724722982
8917611;43676.79751513705560;43683.35943120916636;-6.56191607211494
8917612;43680.53561189748143;43685.64569995645434;-5.11008805896795
8917613;43684.27496418342344;43690.74335281192180;-6.46838862849526
8917614;43684.18972412854782;43689.33345026294410;-5.14372613439547
8917615;43690.51903221953398;43697.03666286448424;-6.51763064495336
8917616;43694.91125607071444;43700.01926511643251;-5.10800904570984
8917617;43697.82177313501597;43704.30160234367213;-6.47982920866054
8917618;43697.83824558687047;43703.00272913819936;-5.16448355132523
8917619;43692.51622568468883;43699.05124079333473;-6.53501510863716
8917620;43688.83594336573879;43693.99237382239517;-5.15643045664515
8917621;43682.97125332750875;43689.49779217382456;-6.52653884631287
8917622;43680.35637322512048;43685.48195858641702;-5.12558536130725
8917623;43675.91453999060468;43682.44523643907451;-6.53069644847143
8917624;43676.18451638365514;43681.29496833524172;-5.11045195158507
8917625;43667.86840582606965;43674.37932176391769;-6.51091593785520
8917626;43665.62652341664943;43670.72788253355975;-5.10135911689907
8917627;43661.84585321034683;43668.34957890027727;-6.50372568992962
8917628;43662.76793311566871;43667.88606266218267;-5.11812954651441
8917629;43666.91397963518830;43673.40662761998829;-6.49264798479760
8917630;43672.31680047300324;43677.43712743671495;-5.12032696370505
8917631;43676.82760988941300;43683.35073850448680;-6.52312861507797
8917632;43680.47850793533871;43685.60988865865511;-5.13138072331178
8917633;43683.36382731796039;43689.88842802779254;-6.52460070983432
8917634;43683.86309305223403;43689.00025128846028;-5.13715823622779
8917635;43690.32276483611349;43696.86432805877848;-6.54156322265690
8917636;43694.13768053922831;43699.30506560990761;-5.16738507068056
8917637;43696.93258633989899;43703.49132439488312;-6.55873805498173
8917638;43697.56100635832263;43702.70849751003698;-5.14749115172022
8917639;43692.31490532495081;43698.87176573894249;-6.55686041398910
8917640;43688.62399456610729;43693.75979804706003;-5.13580348095056
8917641;43683.02341598572093;43689.55458283217740;-6.53116684645556
8917642;43680.70295415536384;43685.83433124222211;-5.13137708685649
8917643;43676.43824176852650;43682.95173618047556;-6.51349441195298
8917644;43676.87645849429828;43681.98870957468898;-5.11225108039063
8917645;43668.69029065248469;43675.21568956798001;-6.52539891549669
8917646;43667.08575874959206;43672.13291259959078;-5.04715384998914
8917647;43663.05498852535675;43669.53788331591932;-6.48289479057476
8917648;43663.84619046306034;43668.93850875786302;-5.09231829480169
8917649;43667.93570885866939;43674.40856243563758;-6.47285357697107
8917650;43673.26063991180854;43678.36831110724597;-5.10767119543689
8917651;43677.86152935820428;43684.35878782586224;-6.49725846764567
8917652;43681.59513815557875;43686.66735842807975;-5.07222027250515
8917653;43683.84602601605002;43690.35475361788122;-6.50872760182419
8917654;43684.20538746342208;43689.33612785676087;-5.13074039334062
8917655;43690.45651089310559;43696.98842069257080;-6.53190979946634
8917656;43694.31038188259117;43699.47258374391095;-5.16220186132226
8917657;43696.94700221584208;43703.49786759183189;-6.55086537599032
8917658;43697.53044126945315;43702.70866986062902;-5.17822859117936
8917659;43692.52045554262440;43699.08499975645100;-6.56454421383308
8917660;43688.99340282206686;43694.13719964283518;-5.14379682076862
8917661;43683.50305369249691;43690.02392097349366;-6.52086728099503
8917662;43681.25859816549928;43686.38355527435488;-5.12495710885315
8917663;43677.07142660088721;43683.60357182477310;-6.53214522388729
8917664;43677.38303443370387;43682.48948119510897;-5.10644676140982
8917665;43669.05366250535008;43675.55929291166831;-6.50563040630814
8917666;43666.57021859306406;43671.66552520971163;-5.09530661665503
8917667;43662.79528132912674;43669.30950049059174;-6.51421916146396
8917668;43663.80680141147604;43668.89980754256976;-5.09300613109492
8917669;43667.81265666855325;43674.32902685166482;-6.51637018310416
8917670;43673.29220846523094;43678.41049868079426;-5.11829021556757
8917671;43677.40977559617022;43683.94205662915920;-6.53228103298420
8917672;43680.67478808538726;43685.79469177566352;-5.11990369027771
8917673;43683.41614197747549;43689.94907475643413;-6.53293277895100
8917674;43683.97870577533467;43689.11321870943357;-5.13451293409968
8917675;43690.43704799932311;43696.96157784153183;-6.52452984220544
8917676;43694.41891322911397;43699.58163901243825;-5.16272578332509
8917677;43697.64508650611242;43704.13838220729667;-6.49329570118589
8917678;43697.83426507084368;43702.99129693962459;-5.15703186877975
8917679;43692.68046885350486;43699.20164698877488;-6.52117813527458
8917680;43689.25205649576674;43694.34888179635891;-5.09682530059338
8917681;43684.04083901383274;43690.50165740608645;-6.46081839225189
8917682;43681.35009997509042;43686.45471568209905;-5.10461570701189
8917683;43677.22640127838531;43683.73746993023815;-6.51106865184277
8917684;43677.16759189144068;43682.28980569006671;-5.12221379862375
8917685;43668.95680300061940;43675.47910373799823;-6.52230073738187
8917686;43666.24482749629533;43671.36061473756854;-5.11578724127247
8917687;43662.41832480081939;43668.93125045773195;-6.51292565692178
8917688;43663.33500399850891;43668.43948905891011;-5.10448506040730
8917689;43667.51442109843629;43674.02248607364163;-6.50806497520452
8917690;43673.09676225923613;43678.21891504133964;-5.12215278211091
8917691;43677.28660708903772;43683.84745516570547;-6.56084807666462
8917692;43680.75308662260068;43685.87072189299943;-5.11763527040147
8917693;43683.73220740318357;43690.27655988737388;-6.54435248418932
8917694;43684.47263015739009;43689.61808519790065;-5.14545504050731
8917695;43690.88835910698981;43697.43532040789432;-6.54696130090309
8917696;43694.79443877106678;43699.95680509700469;-5.16236632593697
8917697;43697.31935030348541;43703.89884133053420;-6.57949102704250
8917698;43697.73623771378334;43702.93233372689429;-5.19609601310594
8917699;43692.66289905281883;43699.22119344470411;-6.55829439189229
8917700;43688.90568113653717;43694.05706120860123;-5.15138007207147
8917701;43683.43823814130155;43689.97833736107714;-6.54009921978577
8917702;43681.29957006229961;43686.42247027473786;-5.12290021243421
8917703;43677.33830088213290;43683.85294563558273;-6.51464475344120
8917704;43677.48653477766493;43682.57802934668143;-5.09149456901570
8917705;43669.12045112943451;43675.63365610042820;-6.51320497099798
8917706;43666.44460330343281;43671.54175410568132;-5.09715080225122
8917707;43662.62100648431078;43669.12031128144736;-6.49930479713481
8917708;43663.59654566312383;43668.70641382459871;-5.10986816147403
