# sample; mag1 in nT; mag2 in nT; grad in nT
8926023;43667.60708620997320;43674.06371367946122;-6.45662746948941
8926024;43671.40996766168246;43676.49866410324466;-5.08869644157076
8926025;43677.05095232986787;43683.52310937328730;-6.47215704341404
8926026;43681.45007673612417;43686.53333483981987;-5.08325810368755
8926027;43683.42062910090317;43689.89340931269544;-6.47278021179154
8926028;43683.34922452850151;43688.43178534238541;-5.08256081388298
8926029;43686.17416080078692;43692.67779149885610;-6.50363069807029
8926030;43691.70725656691502;43696.80274648841441;-5.09548992150504
8926031;43097.78285939826310;43061.43247759567021;36.35038180260099
8926032;nan;nan;nan
8926033;nan;nan;nan
8926034;nan;nan;nan
8926035;nan;nan;nan
8926036;nan;nan;nan
8926037;nan;nan;nan
8926038;nan;nan;nan
8926039;nan;nan;nan
8926040;nan;nan;nan
8926041;43664.78849237914255;43671.47931229812093;-6.69081991898305
8926042;43664.70536242015805;43669.84898599992448;-5.14362357977330
8926043;43667.91605752321630;43674.43590412056074;-6.51984659735048
8926044;43671.70161537365493;43676.83430609325296;-5.13269071958486
8926045;43677.21736178369611;43683.71270346011443;-6.49534167641673
8926046;43681.45983875865932;43686.54437786484050;-5.08453910618752
8926047;43683.21163473769411;43689.71620011818595;-6.50456538049783
8926048;43682.77722562671988;43687.87216109917790;-5.09493547246377
8926049;43685.61572959707701;43692.13053063071129;-6.51480103362663
8926050;43691.15763223266549;43696.26123250006640;-5.10360026740246
8926051;43693.86717416402098;43700.37362960756582;-6.50645544354256
8926052;43695.55883967715636;43700.65018809511821;-5.09134841797138
8926053;43691.07492363055644;43697.55018227674736;-6.47525864619585
8926054;43688.74460213661223;43693.82397751393728;-5.07937537731520
8926055;43682.19371605831839;43688.65439823822089;-6.46068217990675
8926056;43678.78030534132995;43683.83471318702505;-5.05440784569582
8926057;43675.47291028140171;43681.93640520211920;-6.46349492071606
8926058;43676.67963743879955;43681.74788525760232;-5.06824781880601
8926059;43672.07373869783623;43678.53735663410043;-6.46361793626942
8926060;43668.44692468058201;43673.49944250330736;-5.05251782271823
8926061;43077.36382066332590;43027.28893389675068;50.07488676657434
8926062;nan;nan;nan
8926063;nan;nan;nan
8926064;nan;nan;nan
8926065;nan;nan;nan
8926066;nan;nan;nan
8926067;nan;nan;nan
8926068;nan;nan;nan
8926069;nan;nan;nan
8926070;nan;nan;nan
8926071;43693.98913288574840;43700.62274116367917;-6.63360827792762
8926072;43695.42779634898761;43700.58517779062095;-5.15738144163119
8926073;43690.88599775871262;43697.39941853205528;-6.51342077334779
8926074;43688.64110993521899;43693.74950592670939;-5.10839599149746
8926075;43681.82678645901615;43688.30855628390418;-6.48176982488545
8926076;43678.70799844370777;43683.80807993399503;-5.10008149029207
8926077;43675.25367256462050;43681.72064375322225;-6.46697118860005
8926078;43676.76956145568693;43681.85526792585006;-5.08570647016637
8926079;43672.15526862386469;43678.59852674933791;-6.44325812547454
8926080;43668.39878255583608;43673.47335946019302;-5.07457690436294
8926081;43664.81722977995378;43671.28300513076829;-6.46577535080565
8926082;43664.74612138590601;43669.84673424855282;-5.10061286264724
8926083;43668.19213595860492;43674.65852431361418;-6.46638835501474
8926084;43671.81079795120604;43676.89862582984642;-5.08782787863750
8926085;43677.34147210110677;43683.79909427087114;-6.45762216975974
8926086;43681.51552672814432;43686.59344874441013;-5.07792201625776
8926087;43683.36911409354070;43689.86042944035580;-6.49131534681733
8926088;43683.08666534788063;43688.18112057580583;-5.09445522792870
8926089;43686.29591064812848;43692.78787400506553;-6.49196335693614
8926090;43691.56719192199671;43696.66529493595590;-5.09810301395794
8926091;43100.28126865288505;43059.32015317791229;40.96111547497895
8926092;nan;nan;nan
8926093;nan;nan;nan
8926094;nan;nan;nan
8926095;nan;nan;nan
8926096;nan;nan;nan
8926097;nan;nan;nan
8926098;nan;nan;nan
8926099;nan;nan;nan
8926100;nan;nan;nan
8926101;43665.48427060338145;43672.14859554701980;-6.66432494364145
8926102;43666.00351649621734;43671.09205316437874;-5.08853666816930
8926103;43669.55391447787406;43675.99095544241572;-6.43704096454029
8926104;43672.71331732402177;43677.78856072224153;-5.07524339821714
8926105;43678.12487782503740;43684.60592084392556;-6.48104301888630
8926106;43682.01587320910767;43687.11775027433032;-5.10187706522363
8926107;43683.98646654688491;43690.49394823938928;-6.50748169250286
8926108;43683.65657884243410;43688.74656594050612;-5.08998709807841
8926109;43686.93968674501957;43693.44978010990599;-6.51009336488098
8926110;43692.02974213635753;43697.16003068579448;-5.13028854942830
8926111;43694.77220029245655;43701.28562352838344;-6.51342323591981
8926112;43696.23653126314457;43701.36490838517057;-5.12837712202385
8926113;43691.47982835159200;43697.94518541231810;-6.46535706072996
8926114;43689.16122268529580;43694.26622390074044;-5.10500121544327
8926115;43682.43209368410317;43688.91668179417320;-6.48458811006376
8926116;43679.29492622301768;43684.37838618184469;-5.08345995883189
8926117;43675.66583654304850;43682.11947182505537;-6.45363528201482
8926118;43676.97681012500834;43682.01289257265307;-5.03608244764165
8926119;43671.95672738648136;43678.40652406106528;-6.44979667458025
8926120;43668.20509352073714;43673.25937120766321;-5.05427768692021
8926121;43079.31747071435530;43026.01278809225914;53.30468262208831
8926122;nan;nan;nan
8926123;nan;nan;nan
8926124;nan;nan;nan
8926125;nan;nan;nan
8926126;nan;nan;nan
8926127;nan;nan;nan
8926128;nan;nan;nan
8926129;nan;nan;nan
8926130;nan;nan;nan
8926131;43694.57097352948767;43701.19846845517168;-6.62749492568545
8926132;43695.92581584079744;43701.08689588669949;-5.16108004590856
8926133;43691.14580231917353;43697.65584022551047;-6.51003790634259
8926134;43689.09511403786746;43694.23177965087234;-5.13666561299537
8926135;43682.55679697438609;43689.05014287974336;-6.49334590535431
8926136;43679.98604385502404;43685.01536860757915;-5.02932475255899
8926137;43676.46235315359809;43682.89443205892894;-6.43207890532797
8926138;43677.66532833171368;43682.70947462158074;-5.04414628986748
8926139;43672.48642318550992;43678.91574702410435;-6.42932383859253
8926140;43668.84123674951115;43673.89166470394412;-5.05042795442919
8926141;43665.64905698895018;43672.05691228556680;-6.40785529662181
8926142;43665.89251670535305;43670.88253985987103;-4.99002315451548
8926143;43669.01948000679113;43675.47785086242220;-6.45837085563227
8926144;43672.52732188002119;43677.60478230124136;-5.07746042121603
8926145;43677.72030439188529;43684.19402642118803;-6.47372202930100
8926146;43681.71778937058116;43686.79228845141915;-5.07449908083798
8926147;43683.65613993087027;43690.13833434438857;-6.48219441351712
8926148;43683.09047785320581;43688.16440666965354;-5.07392881644919
8926149;43686.53649585897074;43693.02790609398653;-6.49141023501065
8926150;43691.36713623169635;43696.45688060252724;-5.08974437082699
8926151;43103.08552035682806;43050.30871669197950;52.77680366484473
8926152;nan;nan;nan
8926153;nan;nan;nan
8926154;nan;nan;nan
8926155;nan;nan;nan
8926156;nan;nan;nan
8926157;nan;nan;nan
8926158;nan;nan;nan
8926159;nan;nan;nan
8926160;nan;nan;nan
8926161;43664.68463783970947;43671.35501231021772;-6.67037447050938
8926162;43664.79614931667311;43669.92915590585471;-5.13300658918807
8926163;43668.67432550848753;43675.18429946248943;-6.50997395400080
8926164;43673.19969422909344;43678.23262036810047;-5.03292613900206
8926165;43678.30515012564138;43684.74493164460000;-6.43978151896569
8926166;43682.30273043065245;43687.38293659178453;-5.08020616113911
8926167;43684.49835802486632;43690.97297721427458;-6.47461918941130
8926168;43684.35574994848139;43689.40805646705121;-5.05230651857130
8926169;43687.39627447305247;43693.91103634320461;-6.51476187015444
8926170;43692.10860608024814;43697.20083136885660;-5.09222528861226
8926171;43694.62254293027945;43701.11320450642961;-6.49066157614899
8926172;43696.05459753700416;43701.18589474032342;-5.13129720332151
8926173;43691.27383043774898;43697.75538014008634;-6.48154970232999
8926174;43689.31846678331931;43694.41385746126616;-5.09539067794705
8926175;43682.80197091699665;43689.27576157612930;-6.47379065912567
8926176;43679.83948109144694;43684.91591862925270;-5.07643753781009
8926177;43676.15485445812374;43682.61107823711063;-6.45622377898152
8926178;43677.67704764488008;43682.75767494883621;-5.08062730395236
8926179;43672.25138300118124;43678.69503170186363;-6.44364870068157
8926180;43668.75279490424873;43673.81358871483826;-5.06079381058959
8926181;43081.40617864231172;43025.52344013629772;55.88273850601496
8926182;nan;nan;nan
8926183;nan;nan;nan
8926184;nan;nan;nan
8926185;nan;nan;nan
8926186;nan;nan;nan
8926187;nan;nan;nan
8926188;nan;nan;nan
8926189;nan;nan;nan
8926190;nan;nan;nan
8926191;43695.06622250743385;43701.69558841870457;-6.62936591126959
8926192;43696.20696953649167;43701.35429077839217;-5.14732124190024
8926193;43691.27560039421223;43697.77530068106716;-6.49970028685554
8926194;43689.11491661806213;43694.22174427195569;-5.10682765389527
8926195;43682.44897372903506;43688.94907893051277;-6.50010520147863
8926196;43679.47866122280539;43684.59875181313691;-5.12009059033636
8926197;43675.79943452675798;43682.24328600736044;-6.44385148060654
8926198;43677.46695690063643;43682.51855482401152;-5.05159792337608
8926199;43672.45793837976817;43678.82862000188470;-6.37068162210835
8926200;43668.37577103867807;43673.40969146900170;-5.03392043032174
8926201;43664.56199522325915;43670.98406344709656;-6.42206822383039
8926202;43665.13306413508690;43670.12196982925525;-4.98890569416742
8926203;43668.64831919467542;43675.08399566787557;-6.43567647319936
8926204;43672.34530924205319;43677.41629410418682;-5.07098486213839
8926205;43677.76215914198110;43684.22208936444076;-6.45993022245217
8926206;43681.53035945969168;43686.62347926719667;-5.09311980750425
8926207;43683.83807435518247;43690.33189058649441;-6.49381623130781
8926208;43683.06258241472096;43688.13737687865068;-5.07479446392856
8926209;43686.92292050173273;43693.40907735229848;-6.48615685055307
8926210;43691.47485470309766;43696.56743479418947;-5.09258009108931
8926211;43104.89697736017843;43056.22403664299054;48.67294071718215
8926212;nan;nan;nan
8926213;nan;nan;nan
8926214;nan;nan;nan
8926215;nan;nan;nan
8926216;nan;nan;nan
8926217;nan;nan;nan
8926218;nan;nan;nan
8926219;nan;nan;nan
8926220;nan;nan;nan
8926221;43663.86136001030536;43670.56393084274896;-6.70257083244094
8926222;43664.19640369851550;43669.34913737828902;-5.15273367976307
8926223;43668.32798122426175;43674.82456625220948;-6.49658502794887
8926224;43672.13197235512780;43677.24652625078306;-5.11455389565588
8926225;43677.85684498390037;43684.34200127441727;-6.48515629052813
8926226;43681.84349209620268;43686.94545878063218;-5.10196668443213
8926227;43684.22656295390334;43690.73081566565088;-6.50425271174240
8926228;43683.43038514380896;43688.50387229648913;-5.07348715267987
8926229;43687.39445622292260;43693.90884935919166;-6.51439313627135
8926230;43691.81046797723684;43696.92153795045306;-5.11106997321307
8926231;43694.44080077765830;43700.91609640413662;-6.47529562647412
8926232;43695.66307960344420;43700.79183562217077;-5.12875601873203
8926233;43690.84916218464787;43697.32741878264642;-6.47825659800034
8926234;43688.71169143632869;43693.82647014119721;-5.11477870486591
8926235;43682.92793488015013;43689.33105244705075;-6.40311756690770
8926236;43679.88898257109395;43684.92350954285939;-5.03452697176547
8926237;43676.04128066776320;43682.44479997927556;-6.40351931151780
8926238;43678.19364209380728;43683.20393198297097;-5.01028988917500
8926239;43671.98995902754541;43678.37132339325763;-6.38136436572350
8926240;43668.15377204568358;43673.18880869196437;-5.03503664628004
8926241;43083.52487834136264;43023.31682643995009;60.20805190141261
8926242;nan;nan;nan
8926243;nan;nan;nan
8926244;nan;nan;nan
8926245;nan;nan;nan
8926246;nan;nan;nan
8926247;nan;nan;nan
8926248;nan;nan;nan
8926249;nan;nan;nan
8926250;nan;nan;nan
8926251;43695.07095517168636;43701.70434968867630;-6.63339451698685
8926252;43695.87673331952101;43701.02985521184019;-5.15312189230831
8926253;43690.88485153487272;43697.38379609194817;-6.49894455708090
8926254;43688.81312806891219;43693.94662155753758;-5.13349348862365
8926255;43682.37210807602241;43688.86701558690402;-6.49490751088464
8926256;43679.84189471812715;43684.95181324483565;-5.10991852671591
8926257;43676.16152706499270;43682.61146770958294;-6.44994064458872
8926258;43677.83270105790871;43682.90860258622706;-5.07590152831677
8926259;43671.57294470949273;43678.00749007541162;-6.43454536591777
8926260;43668.28444662161201;43673.36836522501108;-5.08391860338734
8926261;43664.35573717184161;43670.78586995418300;-6.43013278233793
8926262;43664.59579179485445;43669.66804032604705;-5.07224853119650
8926263;43668.88962204859126;43675.34474131934985;-6.45511927075637
8926264;43672.80005889888707;43677.87523619368585;-5.07517729481144
8926265;43678.28328033164871;43684.75093514343462;-6.46765481178972
8926266;43683.07715640746756;43688.08658369139448;-5.00942728393062
8926267;43684.90665770784835;43691.34997212048620;-6.44331441264245
8926268;43683.92468008674041;43689.00939322503837;-5.08471313830034
8926269;43688.78100647446263;43695.19147607740888;-6.41046960295694
8926270;43692.69872135194601;43697.77971738478664;-5.08099603284060
8926271;43107.00918094618100;43056.32535114274651;50.68382980343299
8926272;nan;nan;nan
8926273;nan;nan;nan
8926274;nan;nan;nan
8926275;nan;nan;nan
8926276;nan;nan;nan
8926277;nan;nan;nan
8926278;nan;nan;nan
8926279;nan;nan;nan
8926280;nan;nan;nan
8926281;43664.38430351882562;43671.04859425369796;-6.66429073486637
8926282;43664.61885426714434;43669.75977511842939;-5.14092085128806
8926283;43668.79378362632269;43675.28512057779881;-6.49133695147826
8926284;43672.76949049880932;43677.89190779275668;-5.12241729394939
8926285;43678.16152579092886;43684.64778335412120;-6.48625756319160
8926286;43682.02275730543624;43687.13069168160291;-5.10793437617500
8926287;43684.47737745722407;43690.94524800794170;-6.46787055072136
8926288;43683.41710221969697;43688.51367247831513;-5.09657025861985
8926289;43687.70975499613269;43694.23287394069484;-6.52311894455828
8926290;43691.89521460441028;43697.03124040633702;-5.13602580192026
8926291;43694.55196831282956;43701.03862653036776;-6.48665821753542
8926292;43695.44492641052057;43700.56094269493769;-5.11601628441952
8926293;43690.42963843754114;43696.91748268452648;-6.48784424697900
8926294;43688.30236518686434;43693.38818212213664;-5.08581693527416
8926295;43682.15916412055958;43688.64134008941619;-6.48217596885046
8926296;43679.59887262888515;43684.68091203361109;-5.08203940472853
8926297;43676.14822591297707;43682.58874491413735;-6.44051900116380
8926298;43678.33539099447080;43683.38642666383384;-5.05103566936007
8926299;43672.57333293066768;43678.96985602624773;-6.39652309557404
8926300;43669.02677285779646;43674.07273124307540;-5.04595838528368
8926301;43060.24291543213621;43023.48608269140823;36.75683274072245
8926302;nan;nan;nan
8926303;nan;nan;nan
8926304;nan;nan;nan
8926305;nan;nan;nan
8926306;nan;nan;nan
8926307;nan;nan;nan
8926308;nan;nan;nan
8926309;nan;nan;nan
8926310;nan;nan;nan
8926311;43694.98856325996894;43701.62717715969484;-6.63861389972913
8926312;43695.85333543520392;43701.02570323128020;-5.17236779608151
8926313;43690.74664814402786;43697.25265716473950;-6.50600902071003
8926314;43688.60673970854259;43693.72588046181045;-5.11914075327629
8926315;43682.45322343699809;43688.96152039158915;-6.50829695459349
8926316;43679.80541949989856;43684.91845798021677;-5.11303848031672
8926317;43676.14927304402954;43682.62247758197191;-6.47320453795132
8926318;43677.92122546533938;43683.01251896583562;-5.09129350049479
8926319;43671.61162784368935;43678.06078837215318;-6.44916052846455
8926320;43668.43799961901823;43673.50162653584266;-5.06362691682660
8926321;43664.44628226090572;43670.88598842231295;-6.43970616141528
8926322;43664.65883387744543;43669.73325058853516;-5.07441671108934
8926323;43668.88876423390320;43675.33659124195401;-6.44782700805200
8926324;43672.87565768243803;43677.92805892902106;-5.05240124658271
8926325;43678.20283611411287;43684.66806527817243;-6.46522916406232
8926326;43682.08982315463800;43687.17698614724213;-5.08716299261021
8926327;43684.86723275831173;43691.35491605745483;-6.48768329914377
8926328;43684.08177186195098;43689.17348909356224;-5.09171723161324
8926329;43688.75597295992338;43695.23934746909799;-6.48337450917304
8926330;43692.92565723577718;43698.00141851350054;-5.07576127773246
8926331;43111.20048018116358;43056.16128000814933;55.03920017301456
8926332;nan;nan;nan
8926333;nan;nan;nan
8926334;nan;nan;nan
8926335;nan;nan;nan
8926336;nan;nan;nan
8926337;nan;nan;nan
8926338;nan;nan;nan
8926339;nan;nan;nan
8926340;nan;nan;nan
8926341;43664.31764256156748;43670.97763980367017;-6.65999724209981
8926342;43664.70015063589381;43669.83897067042562;-5.13882003453583
8926343;43668.91905993942783;43675.40560042169091;-6.48654048225804
8926344;43672.96219381714764;43678.10523178699077;-5.14303796984006
8926345;43678.26882595537609;43684.74738349027029;-6.47855753489402
8926346;43682.26725287091540;43687.34185847316257;-5.07460560224721
8926347;43684.90659794797102;43691.40188445356762;-6.49528650559538
8926348;43683.88257675780915;43689.00260551306565;-5.12002875525827
8926349;43688.43035449280433;43694.92134844983957;-6.49099395704130
8926350;43692.05622766684246;43697.18241577375011;-5.12618810691330
8926351;43694.63566629307752;43701.13856730327825;-6.50290101020314
8926352;43695.24210533899895;43700.36884242508677;-5.12673708608262
8926353;43690.10449808069825;43696.57534039749589;-6.47084231679103
8926354;43687.89047118991584;43692.98252445213438;-5.09205326221712
8926355;43681.76032871252391;43688.23234395097097;-6.47201523844973
8926356;43679.50166579499637;43684.57132099860610;-5.06965520360636
8926357;43675.73941385054059;43682.18677746367757;-6.44736361314155
8926358;43677.75504826804536;43682.80734650999511;-5.05229824194516
8926359;43671.18164007047017;43677.62891717065941;-6.44727710019021
8926360;43668.33112185068603;43673.38467378766654;-5.05355193697547
8926361;43061.37313264127442;43021.20361771719763;40.16951492407365
8926362;nan;nan;nan
8926363;nan;nan;nan
8926364;nan;nan;nan
8926365;nan;nan;nan
8926366;nan;nan;nan
8926367;nan;nan;nan
8926368;nan;nan;nan
8926369;nan;nan;nan
8926370;nan;nan;nan
8926371;43694.72996917877026;43701.32783876817120;-6.59786958940295
8926372;43695.44704953331529;43700.60200598511437;-5.15495645179758
8926373;43690.02402111690753;43696.53239260693954;-6.50837149002575
8926374;43687.66779787230917;43692.81212502631388;-5.14432715400824
8926375;43681.51060602716461;43688.00030314036849;-6.48969711320751
8926376;43679.00822225952288;43684.12580731174967;-5.11758505222436
8926377;43675.28004726509971;43681.73357697170286;-6.45352970660914
8926378;43677.36182825249853;43682.44974490760069;-5.08791665509815
8926379;43670.90924441273819;43677.36550838919356;-6.45626397645682
8926380;43668.08546462726372;43673.16783952125843;-5.08237489399503
8926381;43664.01842271704663;43670.48098536197358;-6.46256264493398
8926382;43664.36527887253033;43669.45048686232622;-5.08520798979786
8926383;43668.49018667907512;43674.94463602940959;-6.45444935033430
8926384;43672.58914939633542;43677.68210967752384;-5.09296028119642
8926385;43677.86147842711944;43684.33354496711399;-6.47206653999567
8926386;43681.64365044859733;43686.72036829773424;-5.07671784913156
8926387;43684.56560379189614;43691.04207201584359;-6.47646822394640
8926388;43683.62294928031770;43688.70848315418698;-5.08553387386947
8926389;43688.39003896103532;43694.86806604360027;-6.47802708256780
8926390;43691.96522253015428;43697.09314634308976;-5.12792381294339
8926391;43111.47897864158585;43053.63987485619145;57.83910378539518
8926392;nan;nan;nan
8926393;nan;nan;nan
8926394;nan;nan;nan
8926395;nan;nan;nan
8926396;nan;nan;nan
8926397;nan;nan;nan
8926398;nan;nan;nan
8926399;nan;nan;nan
8926400;nan;nan;nan
8926401;43664.28398876434221;43670.89025004949508;-6.60626128515300
8926402;43664.17885522134020;43669.31800716357247;-5.13915194221998
8926403;43668.12166377256654;43674.61500945691660;-6.49334568434653
8926404;43672.41769410092093;43677.52090229870373;-5.10320819778219
8926405;43677.52484546075721;43684.01661183159740;-6.49176637084078
8926406;43681.58630351703323;43686.66979818927211;-5.08349467224574
8926407;43684.46642782254639;43690.95468073909433;-6.48825291654763
8926408;43683.70631504078483;43688.83029147932393;-5.12397643854227
8926409;43688.80460837951250;43695.29330025537638;-6.48869187586682
8926410;43692.47138527758943;43697.59708906218293;-5.12570378459756
8926411;43694.91614041549474;43701.41005231434247;-6.49391189884404
8926412;43695.58020342740929;43700.69611389016791;-5.11591046276486
8926413;43690.18778680694231;43696.64604340490041;-6.45825659795466
8926414;43687.76430996369163;43692.86042315745726;-5.09611319377763
8926415;43681.72659919621947;43688.20759020775586;-6.48099101153308
8926416;43679.28235365467845;43684.35642545343580;-5.07407179875212
8926417;43675.29080519705167;43681.75070482437150;-6.45989962732004
8926418;43677.17639897519985;43682.24166614376009;-5.06526716855760
8926419;43670.24398254507105;43676.67712957469485;-6.43314702962869
8926420;43667.55130098100199;43672.60460943042563;-5.05330844942579
8926421;43088.39864441378450;43020.32230370675825;68.07634070702998
8926422;nan;nan;nan
8926423;nan;nan;nan
8926424;nan;nan;nan
8926425;nan;nan;nan
8926426;nan;nan;nan
8926427;nan;nan;nan
8926428;nan;nan;nan
8926429;nan;nan;nan
8926430;nan;nan;nan
8926431;43695.29071755376935;43701.84064184808813;-6.54992429431995
8926432;43695.00957229446794;43700.17324855306651;-5.16367625858634
8926433;43689.64543975495326;43696.14394273564540;-6.49850298068065
8926434;43687.04143279483105;43692.14271400416328;-5.10128120933313
8926435;43681.21026497764979;43687.66693163385207;-6.45666665620901
8926436;43678.92117795027298;43684.01484045692632;-5.09366250664691
8926437;43675.10213926459255;43681.58483215540036;-6.48269289081124
8926438;43677.11500498888199;43682.21031716738798;-5.09531217851482
8926439;43670.22826331561373;43676.67314364780032;-6.44488033218890
8926440;43667.73055339763960;43672.77550474474992;-5.04495134711155
8926441;43663.72010099018371;43670.15890352956922;-6.43880253938082
8926442;43664.13267525386618;43669.22640953851806;-5.09373428465315
8926443;43668.22342242917512;43674.69471935232286;-6.47129692313905
8926444;43672.49790576417581;43677.59891922212410;-5.10101345793528
8926445;43677.62699858168344;43684.08343927499664;-6.45644069332613
8926446;43681.41262747198925;43686.49583608423563;-5.08320861224681
8926447;43684.20810675254324;43690.69335656249314;-6.48524980994266
8926448;43683.23702647978644;43688.33890600461746;-5.10187952482820
8926449;43688.36443449348008;43694.83511609021662;-6.47068159673775
8926450;43691.70614703599131;43696.81290200650255;-5.10675497050384
8926451;43111.89514458314807;43052.64966282659589;59.24548175655044
8926452;nan;nan;nan
8926453;nan;nan;nan
8926454;nan;nan;nan
8926455;nan;nan;nan
8926456;nan;nan;nan
8926457;nan;nan;nan
8926458;nan;nan;nan
8926459;nan;nan;nan
8926460;nan;nan;nan
8926461;43663.16961948407697;43669.84258191579283;-6.67296243171128
8926462;43663.68827659791714;43668.83904654382786;-5.15076994591260
8926463;43667.82905436968576;43674.30125017463433;-6.47219580494589
8926464;43672.66215534891671;43677.70521668165020;-5.04306133273614
8926465;43677.50068058622855;43683.94532772655657;-6.44464714032532
8926466;43680.84894860404893;43685.92450208051014;-5.07555347646089
8926467;43684.40146698977333;43690.82793972003128;-6.42647273025286
8926468;43683.73574876845669;43688.78106926310284;-5.04532049464540
8926469;43688.50183653824934;43694.97414100505557;-6.47230446680127
8926470;43691.90804331767140;43697.01249544492021;-5.10445212725493
8926471;43694.10332145896245;43700.59341635417513;-6.49009489521588
8926472;43694.56259033922834;43699.68395770573989;-5.12136736650709
8926473;43689.21078699159261;43695.69944444289285;-6.48865745129626
8926474;43686.79257539322134;43691.89702201717591;-5.10444662394293
8926475;43681.04486164364789;43687.51012647524476;-6.46526483160222
8926476;43678.87734583556448;43683.98244655760936;-5.10510072205780
8926477;43675.15856691275258;43681.60442812033580;-6.44586120758807
8926478;43676.88164819000667;43681.95810730208177;-5.07645911207612
8926479;43670.00434719626355;43676.43368787370855;-6.42934067744720
8926480;43667.49143225805165;43672.56548167084838;-5.07404941279850
8926481;43062.81615911848348;43019.59670021596685;43.21945890251287
8926482;nan;nan;nan
8926483;nan;nan;nan
8926484;nan;nan;nan
8926485;nan;nan;nan
8926486;nan;nan;nan
8926487;nan;nan;nan
8926488;nan;nan;nan
8926489;nan;nan;nan
8926490;nan;nan;nan
8926491;43695.12859367598867;43701.71624166196125;-6.58764798597032
8926492;43695.18112608743832;43700.34207125569810;-5.16094516826210
8926493;43689.53101819089352;43696.07305956577329;-6.54204137487761
8926494;43686.76437281797553;43691.90786053018383;-5.14348771220512
8926495;43681.11254998891673;43687.58385508322681;-6.47130509431101
8926496;43679.51065011022729;43684.57828982098727;-5.06763971076220
8926497;43675.59930804758187;43682.01753520564671;-6.41822715806051
8926498;43677.28973577421129;43682.35992187582451;-5.07018610160694
8926499;43670.19714288253454;43676.63978814893926;-6.44264526640540
8926500;43668.50083856609126;43673.50686163132923;-5.00602306524569
8926501;43664.25886572542368;43670.68812422340125;-6.42925849796880
8926502;43664.54233444709826;43669.62387141858926;-5.08153697149513
8926503;43668.41799072358117;43674.88038441440585;-6.46239369083087
8926504;43672.64449411659734;43677.74458469939418;-5.10009058279504
8926505;43677.47998488740268;43683.95444556997245;-6.47446068256365
8926506;43681.06737198434712;43686.15946109519427;-5.09208911083854
8926507;43684.07866561402625;43690.56432483893150;-6.48565922490811
8926508;43683.27662280948425;43688.37786566893192;-5.10124285944958
8926509;43688.81736153749080;43695.32663043351931;-6.50926889603100
8926510;43692.23782528995071;43697.34929127554642;-5.11146598559343
8926511;43114.96919763072219;43052.45930384743406;62.50989378327887
8926512;nan;nan;nan
8926513;nan;nan;nan
8926514;nan;nan;nan
8926515;nan;nan;nan
8926516;nan;nan;nan
8926517;nan;nan;nan
8926518;nan;nan;nan
8926519;nan;nan;nan
8926520;nan;nan;nan
8926521;43663.35183326816332;43670.02392456074449;-6.67209129258106
8926522;43663.96602653319860;43669.09722036546009;-5.13119383226177
8926523;43667.93296646060480;43674.39611023582256;-6.46314377522775
8926524;43672.35449969887122;43677.47105312921485;-5.11655343034656
8926525;43677.26180663920240;43683.74463467359601;-6.48282803438945
8926526;43680.54847716425866;43685.64549940057623;-5.09702223631188
8926527;43683.59978872384818;43690.08301584953733;-6.48322712568897
8926528;43682.99418828977650;43688.10330638971209;-5.10911809993173
8926529;43689.06418970376399;43695.49704531527823;-6.43285561151639
8926530;43692.01975924828730;43697.11506111860217;-5.09530187031277
8926531;43694.31892156862887;43700.78104688472376;-6.46212531609607
8926532;43694.54127306750888;43699.64394435987197;-5.10267129235883
8926533;43689.49549957685667;43695.90417383550084;-6.40867425863458
8926534;43686.52379056597420;43691.58244432663923;-5.05865376066712
8926535;43680.56233704623446;43687.00877468894760;-6.44643764270951
8926536;43678.64876478856604;43683.71515489121521;-5.06639010264468
8926537;43674.82699849944765;43681.29815548742044;-6.47115698797361
8926538;43676.49787931652099;43681.57316077858559;-5.07528146206921
8926539;43669.49933696559310;43675.94810932833207;-6.44877236274172
8926540;43667.43431471204531;43672.46552352197614;-5.03120880992957
8926541;43064.57263607264031;43018.27117806582100;46.30145800682240
8926542;nan;nan;nan
8926543;nan;nan;nan
8926544;nan;nan;nan
8926545;nan;nan;nan
8926546;nan;nan;nan
8926547;nan;nan;nan
8926548;nan;nan;nan
8926549;nan;nan;nan
8926550;nan;nan;nan
8926551;43694.54976884838834;43701.15556497018406;-6.60579612179829
8926552;43694.66980057898763;43699.84151755691710;-5.17171697793403
8926553;43689.05165511098312;43695.56267065420980;-6.51101554323046
8926554;43686.03559767521074;43691.16261358339398;-5.12701590818172
8926555;43680.54929776282370;43687.03249171772768;-6.48319395491036
8926556;43678.64106831510435;43683.75665555333399;-5.11558723822554
8926557;43675.17182945916284;43681.63954554399243;-6.46771608483312
8926558;43676.93100171439437;43682.02016874753463;-5.08916703313295
8926559;43669.75295648858446;43676.20648701251775;-6.45353052393329
8926560;43667.73177093709819;43672.79289524853084;-5.06112431144062
8926561;43663.97338312945067;43670.39763384206162;-6.42425071261296
8926562;43665.28226041169546;43670.27607077841822;-4.99381036672304
8926563;43668.84196846457053;43675.26074898808292;-6.41878052351179
8926564;43673.36396320253698;43678.41390821028472;-5.04994500774707
8926565;43677.79476913762483;43684.21967030845553;-6.42490117082765
8926566;43681.64860529972793;43686.69349215133843;-5.04488685161078
8926567;43684.63349683590786;43691.02546951585100;-6.39197267993570
